# mntjulip DSA
GeneName	GroupID	FeatureID	FeatureType	FeatureLabel	strand	p-value	q-value	log2FoldChange	ReadCount1	ReadCount2	PSI	avg_read_counts(0)	avg_read_counts(1)
RELA	J014131	J014131	intron	chr11:65655935-65659666	-	2.75402e-12	2.24422e-10	4.25672	26.000167,26.000167,26.000167,26.000167,25.999991,496.579781,496.591578,496.591578,496.574716,496.591578	.	.	26.000132	496.585846
RELA	J014132	J014132	intron	chr11:65658499-65658718	-	2.08901e-09	8.5251e-08	-2.33934	570.631382,570.670082,571.017957,571.120885,575.375515,92.392287,110.557675,110.028497,111.425852,111.080608	.	.	571.763164	107.096984
RELA	J014133	J014133	intron	chr11:65658822-65659666	-	8.0937e-10	3.75013e-08	-2.41153	582.454088,582.454088,582.466495,581.60811,586.67708,116.669539,113.202319,113.893328,113.549168,117.197814	.	.	583.131972	114.902434
RELA	J014134	J014134	intron	chr11:65659788-65660124	-	0.474993	1	0.386531	6.994947,7.849635,4.240528,9.478155,4.149125,9.034146,7.325088,9.064938,12.956671,8.210224	.	.	6.542478	9.318213
RELA	J014135	J014135	intron	chr11:65659797-65660124	-	1.25863e-10	6.97791e-09	-2.77665	532.471434,532.660951,532.63181,532.573511,533.396991,80.408003,79.363092,78.031114,82.619364,79.363092	.	.	532.746939	79.956933
RELA	J014136	J014136	intron	chr11:65659797-65661687	-	0.915784	1	-0.00347697	30.432136,25.752501,27.602486,28.769119,31.603241,33.40329,29.668762,29.102246,27.933,28.523868	.	.	28.831897	29.726233
RELA	J014137	J014137	intron	chr11:65660215-65661687	-	3.97531e-10	1.97756e-08	-2.5322	538.318653,538.519275,538.73393,537.859079,538.213544,84.827752,93.326438,93.109358,92.671645,95.844989	.	.	538.328896	91.956036
RELA	J014138	J014138	intron	chr11:65661835-65661937	-	1.33761e-09	5.83931e-08	-2.35101	565.506761,565.205262,564.35002,564.89003,567.93124,104.980708,112.801278,114.992175,114.827365,111.397505	.	.	565.576663	111.799806
RELA	J014139	J014139	intron	chr11:65661868-65661937	-	0.999424	1	0.116316	15.55736,13.486056,6.79151,11.991721,9.365021,15.082059,12.499726,13.865107,8.565128,5.739224	.	.	11.438334	11.150249
RELA	J014140	J014140	intron	chr11:65662088-65662179	-	4.41958e-08	1.21593e-06	-1.79916	328.425155,327.877113,326.039185,327.601925,328.381509,97.357411,87.790975,92.118569,91.466004,87.306029	.	.	327.664977	91.207798
RELA	J014141	J014141	intron	chr11:65662205-65662826	-	4.05486e-08	1.12402e-06	-2.20834	276.003983,275.085429,272.791032,275.637772,276.199478,73.753399,60.312445,63.663324,61.693453,61.010215	.	.	275.143539	64.086567
FOSL1	J014142	J014142	intron	chr11:65893296-65894014	-	1	1	-0.026555	1456.264435,1456.27324,1456.03323,1456.238019,1455.648285,1431.491632,1431.367053,1431.401189,1431.344294,1431.257797	.	.	1456.091442	1431.372393
FOSL1	J014143	J014143	intron	chr11:65893296-65896809	-	0.998202	1	0.00617698	421.630519,421.986458,422.562568,422.208375,425.008165,425.832745,424.752292,424.576794,424.136905,424.202993	.	.	422.679217	424.700346
FOSL1	J014144	J014144	intron	chr11:65893296-65900241	-	0.998979	1	0.012887	229.750329,227.951597,229.811498,226.938586,220.54856,223.104307,222.975113,221.864003,222.910262,223.039901	.	.	227.000114	222.778717
FOSL1	J014145	J014145	intron	chr11:65894116-65896809	-	0.563504	1	-0.211999	107.652872,111.601918,109.851118,111.257237,108.958943,92.497286,98.074639,98.675289,96.007875,96.219294	.	.	109.864418	96.294877
FOSL1	J014146	J014146	intron	chr11:65894121-65896809	-	1	1	-0.00117385	1340.085891,1339.933412,1340.114312,1339.985107,1340.00482,1339.144523,1339.093805,1339.285269,1339.070512,1339.150738	.	.	1340.024708	1339.148969
FOSL1	J014147	J014147	intron	chr11:65894121-65900391	-	0.29247	1	-0.845764	7.199692,8.917595,7.199692,9.73483,10.701807,4.065135,7.668347,5.063471,5.96183,5.063471	.	.	8.750723	5.564451
FOSL1	J014148	J014148	intron	chr11:65897006-65900241	-	1	1	0.0106264	1060.724758,1060.842036,1060.878423,1061.01988,1060.260136,1062.455654,1062.785045,1062.861607,1062.805195,1062.869665	.	.	1060.745047	1062.755433
BANF1	J014149	J014149	intron	chr11:66002513-66002844	+	0.174321	0.773092	0.594597	7.093819,7.957698,7.957698,7.957698,7.073453,12.937937,12.106367,15.794408,11.301163,10.469353	.	.	7.608073	12.521846
BANF1	J014150	J014150	intron	chr11:66002513-66003235	+	5.4623e-14	6.28752e-12	4.8982	149.719206,146.238636,149.252522,147.70694,145.254659,4328.338506,4328.104189,4328.102106,4328.124498,4328.147672	.	.	147.634393	4328.163394
BANF1	J014151	J014151	intron	chr11:66002570-66003235	+	1.26432e-10	6.99434e-09	-2.76037	839.378731,839.636182,839.215322,839.410142,838.662806,114.613426,121.19763,121.814045,116.636892,120.573123	.	.	839.260637	118.967023
BANF1	J014152	J014152	intron	chr11:66002570-66003626	+	0.000248044	0.00164057	1.11437	14.761524,16.27718,17.708474,18.395832,18.676411,38.096398,38.644786,35.071692,39.589827,39.589827	.	.	17.163884	38.198506
BANF1	J014153	J014153	intron	chr11:66003039-66003235	+	3.0885e-05	0.000250644	1.09617	36.206568,36.206568,39.600253,38.193706,36.265116,76.556547,78.02491,78.553138,77.489006,80.345285	.	.	37.294442	78.193777
BANF1	J014154	J014154	intron	chr11:66003070-66003235	+	0.0199341	0.101869	1.57221	3.004107,4.822899,2.042885,2.042885,3.94962,9.932195,13.649971,7.312016,6.39533,9.049408	.	.	3.172479	9.267784
BANF1	J014155	J014155	intron	chr11:66003373-66003626	+	4.05214e-08	1.12402e-06	1.15039	2082.71232,2082.673869,2082.683757,2082.639811,2081.965195,4616.504478,4616.782036,4616.761835,4616.753801,4616.773772	.	.	2082.53499	4616.715184
SF3B2	J014156	J014156	intron	chr11:66050823-66051520	+	0.965006	1	-0.007268	1.015423,3.837101,1.991655,0.0,1.997107,2.959501,1.013721,0.0,2.925806,1.987223	.	.	1.768257	1.77725
SF3B2	J014157	J014157	intron	chr11:66051011-66051520	+	0.696624	1	0.946495	1.02287,3.861457,2.005089,1.02287,3.896244,3.975771,2.054283,3.950616,3.950616,0.0	.	.	2.361706	2.786257
SF3B2	J014158	J014158	intron	chr11:66051603-66051893	+	0.788801	1	-0.974784	3.993927,3.993927,3.993927,3.993927,3.036228,2.008077,2.015277,2.015277,2.964768,2.964768	.	.	3.802387	2.393633
SF3B2	J014159	J014159	intron	chr11:66051603-66052036	+	0.989133	1	0.0255351	3.987308,3.049309,4.89148,3.987308,2.046703,3.992248,2.073008,4.888238,4.888238,3.047199	.	.	3.592422	3.777786
SF3B2	J014160	J014160	intron	chr11:66052517-66052673	+	6.62396e-09	2.34849e-07	-1.5766	618.946259,618.513637,618.513637,618.402544,616.884758,205.503716,204.757918,204.384977,205.276228,205.34991	.	.	618.252167	205.05455
SF3B2	J014161	J014161	intron	chr11:66052719-66053027	+	1.17663e-08	3.91737e-07	-1.6562	884.934107,884.483634,884.991071,884.956894,888.112972,288.837622,285.627714,284.19183,283.397922,284.542251	.	.	885.495736	285.319468
SF3B2	J014162	J014162	intron	chr11:66053104-66055076	+	3.22921e-09	1.23533e-07	-1.59721	1120.711485,1120.827939,1120.613192,1120.784274,1119.413668,364.836928,366.327977,366.782528,366.754177,366.669079	.	.	1120.470112	366.274138
SF3B2	J014163	J014163	intron	chr11:66055315-66055535	+	2.88548e-10	1.4873e-08	-2.24794	974.330915,974.477384,974.274198,974.274198,972.454524,206.841841,209.104567,207.381143,207.235389,206.942892	.	.	973.962244	207.501166
SF3B2	J014164	J014164	intron	chr11:66055315-66055538	+	0.775949	1	-0.124153	137.960432,137.693771,140.044346,139.531336,134.794157,124.326296,124.116749,124.269477,126.211471,123.655552	.	.	138.004808	124.515909
SF3B2	J014165	J014165	intron	chr11:66055315-66056838	+	0.984582	1	0.0636383	46.350276,45.486077,48.806412,46.773315,43.141915,47.800745,46.827511,48.076928,45.076751,49.278071	.	.	46.111599	47.412001
SF3B2	J014166	J014166	intron	chr11:66055585-66056838	+	3.03014e-09	1.17139e-07	-1.73353	1078.803761,1078.592413,1078.850707,1078.705933,1077.545327,319.984063,322.620277,322.972287,322.160615,320.947447	.	.	1078.499628	321.736938
SF3B2	J014167	J014167	intron	chr11:66056955-66057266	+	1.26832e-09	5.58774e-08	-1.91599	1055.504107,1055.785246,1055.630449,1055.675267,1054.599086,283.903039,285.13401,283.782495,284.308301,283.474233	.	.	1055.438831	284.120416
SF3B2	J014168	J014168	intron	chr11:66056955-66057269	+	1	1	0.0576582	71.791326,70.894957,74.623527,76.997093,70.192483,73.328106,72.70992,70.400359,71.573998,70.100643	.	.	72.899877	71.622605
SF3B2	J014169	J014169	intron	chr11:66057375-66058054	+	4.70936e-09	1.71467e-07	-1.58376	1117.18297,1117.043789,1117.322089,1117.164661,1116.419811,376.020047,373.319153,374.060799,373.264007,373.621939	.	.	1117.026664	374.057189
SF3B2	J014170	J014170	intron	chr11:66058150-66058314	+	2.08788e-09	8.5251e-08	-1.727	1092.850958,1092.889144,1093.121977,1093.026575,1092.967216,332.762524,333.447767,333.146637,333.046048,333.781231	.	.	1092.971174	333.236841
SF3B2	J014171	J014171	intron	chr11:66058405-66058830	+	1.06203e-09	4.75763e-08	-1.82107	1069.103502,1069.099522,1068.97216,1068.968179,1068.14398,300.11558,301.774281,301.497356,300.9807,301.338712	.	.	1068.857469	301.141326
SF3B2	J014172	J014172	intron	chr11:66059045-66059201	+	4.41905e-09	1.63683e-07	-1.54903	1131.416729,1131.702646,1131.345208,1131.488233,1127.698219,381.778267,380.980612,381.378828,381.378828,381.033794	.	.	1130.730207	381.310066
SF3B2	J014173	J014173	intron	chr11:66059338-66059515	+	6.88307e-09	2.43028e-07	-1.55319	1125.115196,1125.010428,1125.003202,1125.176595,1124.116183,384.608732,385.006185,385.473523,384.379885,384.222742	.	.	1124.884321	384.738213
SF3B2	J014174	J014174	intron	chr11:66059595-66059782	+	5.96777e-09	2.13352e-07	-1.56635	1143.679737,1143.525651,1143.518646,1143.434565,1140.18176,381.582248,380.745084,380.957474,380.69192,379.730384	.	.	1142.868072	380.741422
SF3B2	J014175	J014175	intron	chr11:66060009-66060582	+	1.84863e-09	7.76638e-08	-1.80227	1108.268721,1108.224109,1107.919086,1108.350493,1108.651775,320.755442,321.02719,321.561475,320.955715,321.774311	.	.	1108.282837	321.214827
SF3B2	J014176	J014176	intron	chr11:66060731-66061686	+	1.56288e-07	3.75281e-06	-1.09901	1079.781476,1079.914362,1079.480299,1079.820566,1081.242105,500.19701,502.699266,502.293038,502.585644,502.780367	.	.	1080.047762	502.111065
SF3B2	J014177	J014177	intron	chr11:66061775-66061891	+	0.00310591	0.0174952	-0.378388	1138.539574,1138.313448,1138.196785,1138.2781,1137.211796,876.760707,877.213732,877.364461,877.132529,877.329686	.	.	1138.107941	877.160223
SF3B2	J014178	J014178	intron	chr11:66061998-66063009	+	0.870392	1	0.0721677	1276.220956,1276.229465,1276.008152,1276.09329,1275.521875,1350.776237,1349.837648,1349.763734,1349.967596,1349.852938	.	.	1276.014748	1350.039631
SF3B2	J014179	J014179	intron	chr11:66063116-66063400	+	0.463464	1	0.1635	1275.117493,1275.126023,1275.111807,1275.035025,1276.370658,1431.29606,1431.014904,1431.2426,1431.019459,1431.370048	.	.	1275.352201	1431.188614
SF3B2	J014180	J014180	intron	chr11:66063542-66063628	+	0.470747	1	0.128868	1303.498672,1303.610416,1303.468685,1303.594065,1305.767109,1433.476281,1433.255086,1433.211954,1433.068902,1433.193792	.	.	1303.987789	1433.241203
SF3B2	J014181	J014181	intron	chr11:66063729-66067946	+	1.96295e-09	8.10079e-08	-1.89072	1026.441654,1026.531902,1026.415863,1026.712315,1024.341975,275.788842,274.614081,275.863895,277.18493,274.614081	.	.	1026.088742	275.613166
SF3B2	J014182	J014182	intron	chr11:66063729-66067949	+	2.37329e-10	1.24581e-08	2.17545	258.370488,256.97839,257.80643,258.472588,259.018633,1173.467948,1173.709714,1173.716367,1173.613226,1173.490081	.	.	258.129306	1173.599467
SF3B2	J014183	J014183	intron	chr11:66068045-66068148	+	0.52239	1	0.150511	1300.391226,1300.284419,1300.530846,1300.407655,1300.313771,1438.223356,1438.702776,1438.619394,1438.707283,1438.493159	.	.	1300.385583	1438.549194
SF3B2	J014184	J014184	intron	chr11:66068333-66068674	+	0.88357	1	-0.0639109	1209.792628,1209.987648,1210.217114,1209.931042,1210.359167,1157.00075,1156.996133,1157.140032,1157.259896,1157.184559	.	.	1210.05752	1157.116274
YIF1A	J014185	J014185	intron	chr11:66284783-66284869	-	0.983915	1	-0.0157673	13.147549,10.051213,8.349797,8.349797,13.367922,10.018649,11.628397,9.20009,10.84436,9.20009	.	.	10.653256	10.178317
YIF1A	J014186	J014186	intron	chr11:66284783-66284873	-	1	1	-0.0187349	1061.896054,1061.783053,1061.71846,1061.613465,1059.945788,1044.71677,1044.518757,1044.552081,1044.760267,1044.810208	.	.	1061.391364	1044.671617
YIF1A	J014187	J014187	intron	chr11:66284966-66285381	-	0.994335	1	0.000145123	1190.275443,1190.356565,1190.217023,1190.330608,1191.630368,1192.868062,1192.865247,1192.958949,1192.920179,1192.732722	.	.	1190.562001	1192.869032
YIF1A	J014188	J014188	intron	chr11:66284966-66285701	-	1	1	-0.00703347	171.288866,169.130254,170.610719,170.610719,169.072337,170.083811,168.380504,168.279983,170.354863,169.671478	.	.	170.142579	169.354128
YIF1A	J014189	J014189	intron	chr11:66285536-66285701	-	1	1	0.0151149	1186.3557,1186.19894,1186.182606,1186.215273,1184.515651,1186.261408,1187.128706,1187.197189,1187.131967,1186.861149	.	.	1185.893634	1186.916084
YIF1A	J014190	J014190	intron	chr11:66285572-66285701	-	0.76387	1	-0.157468	38.899348,41.241236,41.688323,38.899348,34.383502,31.735481,32.312974,34.955501,34.955501,33.927852	.	.	39.022351	33.577462
YIF1A	J014191	J014191	intron	chr11:66285758-66287598	-	0.998139	1	-0.0237211	1399.240309,1399.309265,1399.35919,1399.290244,1398.271456,1375.327915,1375.17757,1375.113644,1375.093973,1374.998058	.	.	1399.094093	1375.142232
YIF1A	J014192	J014192	intron	chr11:66287676-66287812	-	1	1	-0.0267329	1431.431005,1431.324073,1431.460577,1431.346827,1436.1439,1422.197715,1421.717141,1421.788621,1422.005282,1421.860087	.	.	1432.341276	1421.913769
YIF1A	J014193	J014193	intron	chr11:66287916-66288081	-	0.999099	1	-0.0239133	1441.191432,1441.377858,1441.476648,1441.41603,1445.682971,1423.810291,1424.0508,1424.059994,1423.92437,1423.954258	.	.	1442.228988	1423.959943
YIF1A	J014194	J014194	intron	chr11:66288292-66288955	-	1	1	0.00154358	981.377502,981.175794,981.344676,981.471266,981.063371,982.869434,982.586001,982.520496,982.361345,982.576644	.	.	981.286522	982.582784
BRMS1	J014195	J014195	intron	chr11:66337807-66338243	-	0.990524	1	-0.0533384	23.855816,26.998462,28.723031,28.159979,26.995915,24.4951,24.26104,26.140038,29.550867,26.140038	.	.	26.946641	26.117417
BRMS1	J014196	J014196	intron	chr11:66337889-66338243	-	0.98426	1	-0.0417787	589.499429,590.070222,589.791153,589.924682,591.17514,573.901874,573.288893,573.864282,573.966351,574.183023	.	.	590.092125	573.840885
BRMS1	J014197	J014197	intron	chr11:66337889-66338721	-	0.886175	1	-0.304006	10.992654,15.415598,10.176575,7.554254,9.169858,8.356015,12.020964,7.676454,15.176626,6.771831	.	.	10.661788	10.000378
BRMS1	J014198	J014198	intron	chr11:66338282-66338721	-	1	1	-0.0778007	586.805425,587.295395,586.879017,587.270933,591.471729,571.608507,571.306894,571.474312,572.43667,571.949824	.	.	587.9445	571.755241
BRMS1	J014199	J014199	intron	chr11:66338785-66340121	-	0.990029	1	0.0356286	597.75838,597.782069,597.367013,597.983282,598.617104,612.471314,611.965786,612.317284,612.181309,611.999835	.	.	597.90157	612.187106
BRMS1	J014200	J014200	intron	chr11:66340213-66340774	-	1	1	0.0179349	616.1452,615.584277,616.223578,616.02196,616.646931,613.194018,617.431565,617.018199,617.476191,617.665721	.	.	616.124389	616.557139
BRMS1	J014201	J014201	intron	chr11:66340870-66340967	-	0.8666	1	0.0646021	601.088058,601.123213,600.794802,600.9239,600.616886,629.367149,629.779848,629.532474,629.090604,629.317071	.	.	600.909372	629.417429
BRMS1	J014202	J014202	intron	chr11:66341046-66341206	-	0.999852	1	-0.0041968	604.329006,603.689752,603.957381,604.061986,605.788405,606.980644,606.742792,606.696678,606.43127,607.283661	.	.	604.365306	606.827009
BRMS1	J014203	J014203	intron	chr11:66341046-66341213	-	0.66489	1	-0.671915	7.926484,5.248409,8.759147,7.926484,7.06374,5.922648,4.970584,8.339823,3.101545,1.078717	.	.	7.384853	4.682663
BRMS1	J014204	J014204	intron	chr11:66341333-66341533	-	1	1	-0.0488174	618.508437,618.930993,618.808784,618.775439,618.75522,607.438057,606.547336,607.054103,606.270254,606.489649	.	.	618.755775	606.75988
BRMS1	J014205	J014205	intron	chr11:66341623-66342096	-	0.999201	1	0.00630316	609.43885,609.415981,609.861366,609.255804,608.28411,601.877316,605.186841,605.244692,605.001578,604.642032	.	.	609.251222	604.390492
BRMS1	J014206	J014206	intron	chr11:66342241-66344972	-	1	1	-0.0618556	312.820501,313.824831,313.935729,312.408104,318.652987,308.178767,310.662865,311.113724,310.398795,310.209692	.	.	314.32843	310.112769
SLC29A2	J014207	J014207	intron	chr11:66363547-66364225	-	0.575672	1	-0.445183	4.005494,5.789475,2.08455,4.005494,4.938464,3.931182,1.02499,2.955967,2.955967,1.02499	.	.	4.164695	2.378619
SLC29A2	J014208	J014208	intron	chr11:66364424-66365936	-	0.126026	0.573373	-1.32769	4.986328,6.730504,4.986328,2.118491,5.91868,2.000006,1.999998,1.999998,1.020216,2.942866	.	.	4.948066	1.992617
SLC29A2	J014209	J014209	intron	chr11:66366021-66366126	-	0.185998	0.818932	-0.76752	5.04061,5.04061,4.112251,6.800501,7.719095,2.994134,3.909525,2.031804,1.036938,3.909525	.	.	5.742613	2.776385
SLC29A2	J014210	J014210	intron	chr11:66366231-66366431	-	0.981848	1	-0.594549	3.036792,4.872434,5.742735,1.054765,3.012999,4.831094,2.001492,1.020977,1.020977,2.944996	.	.	3.543945	2.363907
SLC29A2	J014211	J014211	intron	chr11:66367869-66368537	-	0.588906	1	-0.613532	2.052129,3.007909,4.837391,2.052129,4.87691,2.000003,0.0,2.946934,2.946934,1.999994	.	.	3.365294	1.978773
SLC29A2	J014212	J014212	intron	chr11:66369131-66369369	-	0.334119	1	-1.31325	4.918049,4.918049,4.009537,2.087058,4.971691,2.000012,0.0,2.942887,2.942887,1.999994	.	.	4.180877	1.977156
ZDHHC24	J014213	J014213	intron	chr11:66521466-66524155	-	0.992029	1	-0.403005	6.19898,8.792539,7.957468,7.957468,7.073759,8.680325,6.068893,6.068893,2.211732,9.951755	.	.	7.596043	6.59632
ZDHHC24	J014214	J014214	intron	chr11:66524276-66526936	-	0.932436	1	-0.0123484	6.933563,9.400206,5.145085,3.217116,8.751068,7.884429,6.933921,7.782809,5.145304,5.145304	.	.	6.689408	6.578353
ZDHHC24	J014215	J014215	intron	chr11:66527006-66543704	-	1	1	-0.255335	5.223745,10.307332,6.145424,8.722942,4.139219,7.774745,5.026903,4.100783,5.026903,5.91996	.	.	6.907732	5.569859
ZDHHC24	J014216	J014216	intron	chr11:66539824-66543704	-	0.944192	1	0.00635765	58.267592,59.299738,54.959049,58.959234,56.62306,60.118994,65.625465,63.154065,58.709333,60.490428	.	.	57.621735	61.619657
ZDHHC24	J014217	J014217	intron	chr11:66542828-66543704	-	0.978254	1	0.166276	42.265236,40.437501,41.818653,38.988214,40.152803,37.302805,44.025323,41.292248,45.30425,44.025323	.	.	40.732481	42.38999
ZDHHC24	J014218	J014218	intron	chr11:66543981-66545723	-	0.997718	1	-0.0123741	115.345878,114.844512,114.844512,113.13167,115.185743,117.093987,111.808007,113.880029,111.808007,113.370958	.	.	114.670463	113.592198
RAD9A	J014219	J014219	intron	chr11:67318197-67321270	+	0.00453081	0.0249681	-0.936265	17.902479,21.967263,18.625336,21.967263,19.11614,8.990914,9.803569,9.803569,9.803569,5.397549	.	.	19.915696	8.759834
RAD9A	J014220	J014220	intron	chr11:67321333-67387535	+	0.0665871	0.316699	-1.00103	16.123943,10.726492,13.948053,13.948053,13.982362,8.806047,5.175498,7.824917,6.090277,6.972308	.	.	13.745781	6.973809
RAD9A	J014221	J014221	intron	chr11:67387671-67391398	+	0.165687	0.740555	-1.27472	6.854127,4.147281,5.08273,8.509769,3.094435,2.023392,4.818737,0.0,3.001738,0.0	.	.	5.537668	1.968773
RAD9A	J014222	J014222	intron	chr11:67392078-67392161	+	0.00325458	0.0182725	-1.98925	10.536258,12.179959,14.462667,14.462667,12.064254,5.843116,5.748452,3.040146,3.040146,2.067922	.	.	12.741161	3.947956
RAD9A	J014223	J014223	intron	chr11:67392231-67392654	+	0.091181	0.425395	-1.21178	12.342104,16.069723,7.964972,16.755804,13.963015,6.991902,6.101408,10.242259,6.101408,5.185618	.	.	13.419124	6.924519
RAD9A	J014224	J014224	intron	chr11:67392782-67393496	+	0.00124214	0.00735173	-1.35412	22.749978,22.105893,20.074002,22.749978,26.470223,8.144258,13.773006,9.974481,7.3917,9.142936	.	.	22.830015	9.685276
RAD9A	J014225	J014225	intron	chr11:67393610-67393691	+	0.00559562	0.0305604	-0.950331	29.548039,28.375731,27.769956,34.77344,31.238708,8.624057,19.530113,20.165995,15.361616,14.597112	.	.	30.341175	15.655779
RAD9A	J014226	J014226	intron	chr11:67393790-67395716	+	0.0110782	0.0583198	-0.672621	28.226318,25.301225,23.381754,23.381754,34.185251,17.403397,12.475544,9.926056,15.517227,16.225139	.	.	26.89526	14.309473
RAD9A	J014227	J014227	intron	chr11:67395825-67395912	+	0.00469892	0.0258612	-1.35866	31.778771,29.572524,30.69737,28.399648,32.221396,18.249055,12.629247,10.231077,19.119007,11.871545	.	.	30.533942	14.419986
RAD9A	J014228	J014228	intron	chr11:67396021-67396111	+	0.00716282	0.0385941	-1.27331	29.261785,24.502098,23.843137,28.146788,31.365327,16.787725,7.161573,9.014148,16.054527,12.062465	.	.	27.423827	12.216088
RAD9A	J014229	J014229	intron	chr11:67396175-67396263	+	0.0125757	0.0659063	-1.0077	28.19654,26.938395,36.616055,32.714807,30.205888,14.614091,15.962969,7.833259,17.270064,9.736978	.	.	30.934337	13.083472
RAD9A	J014230	J014230	intron	chr11:67396400-67397179	+	0.00641358	0.0347982	-0.941245	25.825304,25.197457,28.200466,30.389287,23.811024,13.071984,12.344635,14.644606,15.368222,12.344635	.	.	26.684708	13.554816
RAD9A	J014231	J014231	intron	chr11:67397386-67397464	+	0.0521805	0.252721	-1.11923	21.575455,21.575455,22.837722,17.381134,17.869398,10.173257,7.847506,6.92492,11.619537,15.873184	.	.	20.247833	10.487681
TCIRG1	J014232	J014232	intron	chr11:68039119-68041268	+	0.849655	1	0.0674122	87.20645,88.375773,89.06084,88.144724,88.091764,92.942963,100.810521,94.078977,95.602614,97.480118	.	.	88.17591	96.183039
TCIRG1	J014233	J014233	intron	chr11:68039962-68041268	+	1	1	-0.00159767	11.420946,20.35661,16.27546,17.706732,20.92984,18.162232,17.5755,19.669705,20.979111,18.292394	.	.	17.337918	18.935788
TCIRG1	J014234	J014234	intron	chr11:68041346-68041753	+	0.986491	1	0.09933	11.847262,14.256571,19.1348,15.011303,14.092571,14.218391,18.66918,16.627097,12.822634,15.172389	.	.	14.868501	15.501938
TCIRG1	J014235	J014235	intron	chr11:68041388-68041753	+	0.965221	1	0.0256183	186.890089,186.805028,186.719839,185.774318,184.601711,192.594041,194.281264,193.078703,191.602558,192.427105	.	.	186.158197	192.796734
TCIRG1	J014236	J014236	intron	chr11:68041831-68042643	+	0.984161	1	0.0537795	239.044717,237.241765,237.594363,236.173454,236.02722,241.147441,246.740271,244.587917,244.755789,243.002509	.	.	237.216304	244.046785
TCIRG1	J014237	J014237	intron	chr11:68042863-68042946	+	0.984879	1	-0.033821	261.413549,261.614653,261.564426,261.865296,262.685695,254.289106,255.25398,254.835998,255.358109,254.098875	.	.	261.828724	254.767214
TCIRG1	J014238	J014238	intron	chr11:68043031-68043371	+	0.996672	1	0.020279	214.668093,215.910537,217.129815,216.725956,214.007198,215.940517,219.906967,218.913814,218.579374,218.108305	.	.	215.68832	218.289795
TCIRG1	J014239	J014239	intron	chr11:68043497-68043571	+	0.983028	1	0.00734256	251.131354,251.614474,252.147613,252.200715,248.188328,250.486306,256.05098,255.844155,254.485634,254.906258	.	.	251.056497	254.354667
TCIRG1	J014240	J014240	intron	chr11:68043497-68043622	+	1	1	-0.269187	10.854869,16.287365,16.978171,11.706224,16.73994,13.228696,14.963645,14.21023,17.777173,13.433995	.	.	14.513314	14.722748
TCIRG1	J014241	J014241	intron	chr11:68043653-68043798	+	0.621589	1	0.452236	13.899153,5.568477,6.50764,8.990507,8.085745,11.000156,9.339281,12.559365,10.183407,11.791553	.	.	8.610304	10.974752
TCIRG1	J014242	J014242	intron	chr11:68043653-68043814	+	0.978421	1	0.0674839	248.182661,248.620401,248.892674,248.565825,251.778777,262.446908,263.501538,264.194787,264.735182,263.700235	.	.	249.208068	263.71573
TCIRG1	J014243	J014243	intron	chr11:68043907-68044132	+	1	1	0.106478	306.844407,307.229011,305.680422,307.993142,307.585703,317.030411,323.09555,323.306593,323.201133,321.60454	.	.	307.066537	321.647645
.	J014244	J014244	intron	chr11:68044340-68044954	-	1.7235e-11	1.13147e-09	0	0.990022,0.0,0.0,0.990022,0.998594,0.968942,0.0,0.0,0.0,0.0	.	.	0.595728	0.193788
TCIRG1	J014245	J014245	intron	chr11:68044344-68044958	+	1	1	0.0369067	338.474498,339.18943,338.082283,338.994978,337.249014,341.041141,340.327401,340.327401,341.294001,341.197775	.	.	338.398041	340.837544
TCIRG1	J014246	J014246	intron	chr11:68045102-68047433	+	0.989864	1	-0.0560557	365.645391,366.015745,365.302345,366.186229,363.13293,352.319251,350.499412,350.622222,350.253336,351.14247	.	.	365.256528	350.967338
TCIRG1	J014247	J014247	intron	chr11:68047572-68047647	+	0.964813	1	-0.0930664	373.700975,374.0578,374.0578,373.122007,377.541017,359.378355,359.283369,360.191994,358.722417,360.075212	.	.	374.49592	359.530269
TCIRG1	J014248	J014248	intron	chr11:68047804-68047882	+	1	1	0.0169263	348.171503,348.295537,348.481292,347.26755,347.619884,350.620605,349.994373,350.639571,349.530935,350.761989	.	.	347.967153	350.309495
TCIRG1	J014249	J014249	intron	chr11:68047972-68048879	+	1	1	0.0818044	352.638176,352.060842,352.152225,351.51078,353.858925,361.402181,366.407368,366.151796,365.667307,366.293859	.	.	352.44419	365.184502
TCIRG1	J014250	J014250	intron	chr11:68048997-68049081	+	0.980758	1	0.00272248	371.706305,372.590986,371.483965,372.64603,368.495083,360.063636,362.773044,363.062015,362.975409,363.292604	.	.	371.384474	362.433342
TCIRG1	J014251	J014251	intron	chr11:68049294-68049663	+	0.99217	1	-0.084506	361.001972,360.622436,360.446793,361.031109,359.887319,345.788604,345.840144,345.997324,347.059533,346.342242	.	.	360.597926	346.205569
TCIRG1	J014252	J014252	intron	chr11:68049788-68049962	+	0.99051	1	-0.0125675	377.872536,377.602982,377.683921,377.683921,377.298049,369.299729,368.506009,368.308959,368.506009,367.403349	.	.	377.628282	368.404811
TCIRG1	J014253	J014253	intron	chr11:68050066-68050137	+	0.897749	1	-0.0504635	360.816053,360.347267,361.078808,361.863029,363.202934,346.786372,343.397171,343.397171,344.412693,344.191451	.	.	361.461618	344.436972
