group_id	chrom	start	end	strand	gene_name	psi(control)	psi(epileptic)	delta_psi
g004601	chr18	34845688	34845945	+	Reep2	0.872689	0.872005	-0.000683748
g004601	chr18	34845688	34845951	+	Reep2	0.127311	0.127995	0.000683748
g004602	chr18	35182553	35222065	+	Ctnna1	0.758584	0.864587	0.106002
g004602	chr18	35215278	35222065	+	Ctnna1	0.114159	0.0777004	-0.036459
g004602	chr18	35215411	35222065	+	Ctnna1	0.127256	0.057713	-0.0695433
g004603	chr18	35556691	35557337	+	RP23-461O23.5	0.886232	0.899028	0.0127965
g004603	chr18	35556691	35571843	+	Snhg4,RP23-461O23.5,Matr3	0.113768	0.100972	-0.0127965
g004604	chr18	35556691	35571843	+	Snhg4,RP23-461O23.5,Matr3	0.0170929	0.0135754	-0.00351754
g004604	chr18	35557369	35571843	+	RP23-461O23.5	0.0185644	0.0134184	-0.00514605
g004604	chr18	35562259	35571843	+	Matr3	0.0275369	0.0367499	0.00921292
g004604	chr18	35562292	35571843	+	Matr3	0.903642	0.905445	0.00180369
g004605	chr18	35562292	35571843	+	Matr3	0.981745	0.983623	0.00187772
g004604	chr18	35562521	35571843	+	Matr3	0.015875	0.0165728	0.000697808
g004607	chr18	35562521	35571843	+	Matr3	0.682339	0.634137	-0.048202
g004604	chr18	35563100	35571843	+	Matr3	0.017289	0.0142382	-0.00305083
g004605	chr18	35562292	35577558	+	Matr3	0.018255	0.0163772	-0.00187772
g004606	chr18	35562292	35577558	+	Matr3	0.0149969	0.0134218	-0.00157505
g004606	chr18	35562521	35577558	+	Matr3	0.00664147	0.0082254	0.00158393
g004607	chr18	35562521	35577558	+	Matr3	0.317661	0.365863	0.048202
g004606	chr18	35572935	35577558	+	Matr3	0.978362	0.978353	-8.87943e-06
g004608	chr18	35584881	35587631	+	Matr3	0.993845	0.989898	-0.00394761
g004608	chr18	35584881	35590380	+	Matr3	0.00615469	0.0101023	0.00394761
g004609	chr18	35584881	35590380	+	Matr3	0.00650724	0.00970875	0.00320151
g004609	chr18	35587853	35590380	+	Matr3	0.113336	0.117396	0.0040594
g004610	chr18	35587853	35590380	+	Matr3	0.206195	0.200576	-0.00561897
g004609	chr18	35588453	35590380	+	Matr3	0.880156	0.872895	-0.00726091
g004610	chr18	35587853	35588332	+	Matr3	0.793805	0.799424	0.00561897
g004611	chr18	35598759	35600045	+	Paip2	0.0044605	0.007714	0.0032535
g004611	chr18	35598759	35610871	+	Paip2	0.99554	0.992286	-0.0032535
g004612	chr18	35598759	35610871	+	Paip2	0.957312	0.94574	-0.0115727
g004612	chr18	35608819	35610871	+	Paip2	0.0426876	0.0542603	0.0115727
g004613	chr18	35829986	35858393	+	Cxxc5	0.310118	0.338754	0.0286357
g004613	chr18	35830239	35858393	+	Cxxc5	0.563269	0.503144	-0.0601252
g004613	chr18	35830399	35858393	+	Cxxc5	0.126613	0.158102	0.0314895
g004614	chr18	35965219	35978281	+	Psd2	0.159572	0.16895	0.00937778
g004614	chr18	35965219	35978284	+	Psd2	0.840428	0.83105	-0.00937778
g004615	chr18	36281549	36287032	+	Pura	0.803263	0.750659	-0.0526044
g004615	chr18	36286492	36287032	+	Pura	0.196737	0.249341	0.0526044
g004616	chr18	36366741	36393196	+	Cystm1	0.0558853	0.0434658	-0.0124195
g004616	chr18	36366741	36402497	+	Cystm1	0.944115	0.956534	0.0124195
g004617	chr18	36613976	36614715	+	Ankhd1	0.53457	0.46958	-0.0649893
g004617	chr18	36613976	36614763	+	Ankhd1	0.46543	0.53042	0.0649893
g004618	chr18	36614817	36624509	+	Ankhd1	0.50861	0.399998	-0.108611
g004618	chr18	36614817	36632067	+	Ankhd1	0.49139	0.600002	0.108611
g004619	chr18	36614817	36632067	+	Ankhd1	0.479021	0.541738	0.0627171
g004619	chr18	36625267	36632067	+	Ankhd1	0.520979	0.458262	-0.0627171
g004620	chr18	36654266	36655423	+	Ankhd1	0.641332	0.608594	-0.0327382
g004620	chr18	36654266	36655474	+	Ankhd1	0.358668	0.391406	0.0327382
g004621	chr18	36658138	36658400	+	Ankhd1	0.765187	0.730659	-0.0345277
g004621	chr18	36658138	36660997	+	Ankhd1	0.234813	0.269341	0.0345277
g004622	chr18	36679623	36680428	+	Slc35a4	0.389109	0.426366	0.0372576
g004622	chr18	36679623	36680516	+	Slc35a4	0.610891	0.573634	-0.0372576
g004623	chr18	36948576	37156155	+	Pcdha3	0.0747993	0.0770542	0.00225493
g004623	chr18	36955150	37156155	+	Pcdha4	0.0829142	0.0901883	0.00727407
g004623	chr18	36962785	37156155	+	Pcdha5	0.0611923	0.0803914	0.0191992
g004623	chr18	36970137	37156155	+	Pcdha6	0.081549	0.0824165	0.000867453
g004623	chr18	37000360	37156155	+	Pcdha9	0.0687477	0.0678574	-0.000890323
g004623	chr18	37013251	37156155	+	Pcdha11	0.0401332	0.0679897	0.0278565
g004623	chr18	37022623	37156155	+	Pcdha12	0.141562	0.132414	-0.00914836
g004623	chr18	37146530	37156155	+	Pcdhac2	0.449102	0.401689	-0.0474134
g004624	chr18	37664365	37825021	+	Pcdhga1	0.0146999	0.0185234	0.00382353
g004624	chr18	37671525	37825021	+	Pcdhga2	0.0176491	0.0127115	-0.00493752
g004624	chr18	37676907	37825021	+	Pcdhga3	0.0209614	0.0189645	-0.00199683
g004624	chr18	37682839	37825021	+	Pcdhgb1	0.0150419	0.0184734	0.00343148
g004624	chr18	37687817	37825021	+	Pcdhga4	0.0274795	0.0240333	-0.00344624
g004624	chr18	37692369	37825021	+	Pcdhgb2	0.0307985	0.0281319	-0.00266654
g004624	chr18	37709652	37825021	+	Pcdhga6	0.0223604	0.0285451	0.00618474
g004624	chr18	37717374	37825021	+	Pcdhga7	0.0311211	0.0298602	-0.00126085
g004624	chr18	37722917	37825021	+	Pcdhgb4	0.0167026	0.014027	-0.00267559
g004624	chr18	37728316	37825021	+	Pcdhga8	0.0215744	0.0218193	0.000244901
g004624	chr18	37733559	37825021	+	Pcdhgb5	0.034144	0.0273284	-0.00681558
g004624	chr18	37739543	37825021	+	Pcdhga9	0.038088	0.0396319	0.00154388
g004624	chr18	37744658	37825021	+	Pcdhgb6	0.0503028	0.0546437	0.00434096
g004624	chr18	37749605	37825021	+	Pcdhga10	0.0488529	0.0395269	-0.00932601
g004624	chr18	37754193	37825021	+	Pcdhgb7	0.0583717	0.0592239	0.000852136
g004624	chr18	37758367	37825021	+	Pcdhga11	0.0417249	0.0379322	-0.00379277
g004624	chr18	37768540	37825021	+	Pcdhga12	0.041857	0.0358722	-0.00598483
g004624	chr18	37806577	37825021	+	Pcdhga1,Pcdhgb5,Pcdhga9,Pcdhga7,Pcdhgc4,Pcdhga6,Pcdhgb8,Pcdhgc3,RP23-407E2.6,Pcdhgb6,RP23-407E2.30,Pcdhga4,Pcdhgb1,Pcdhga3,Pcdhga5,Pcdhga11,Pcdhga12,Pcdhgb7,Pcdhga10,Pcdhgb4,Pcdhgb2,RP23-407E2.4,Pcdhga8,RP23-407E2.5,Pcdhga2,Pcdhgc5	0.00474056	0.00736227	0.00262171
g004624	chr18	37808977	37825021	+	Pcdhgc3	0.144946	0.192438	0.0474922
g004624	chr18	37817983	37825021	+	Pcdhgc4	0.0346616	0.0287867	-0.00587487
g004624	chr18	37822134	37825021	+	Pcdhgc5	0.26343	0.240184	-0.0232458
g004624	chr18	37824664	37825021	+	RP23-407E2.30	0.0204915	0.0219794	0.0014879
g004625	chr18	37825079	37833262	+	Pcdhga1,Pcdhgb5,Pcdhga9,Pcdhga7,Pcdhgc4,Pcdhga6,Pcdhgb8,Pcdhgc3,RP23-407E2.6,Pcdhgb6,RP23-407E2.30,Pcdhga4,Pcdhgb1,Pcdhga3,Pcdhga5,Pcdhga11,Pcdhga12,Pcdhgb7,Pcdhga10,Pcdhgb4,Pcdhgb2,RP23-407E2.4,Pcdhga8,RP23-407E2.5,Pcdhga2,Pcdhgc5	0.0117811	0.0162193	0.00443821
g004625	chr18	37825079	37833265	+	Pcdhga7,Pcdhga6,Pcdhgb8,Pcdhgb6,RP23-407E2.30,Pcdhga12,Pcdhga11,Pcdhga5,Pcdhga10,Pcdhgb4,Pcdhgb2,Pcdhga8,Pcdhga2,Pcdhgc5,Pcdhga1,Pcdhgb5,Pcdhga9,Pcdhgc4,Pcdhgc3,Pcdhga4,Pcdhgb1,Pcdhga3,Pcdhgb7	0.988219	0.983781	-0.00443821
g004626	chr18	37955909	37956328	+	Rell2	0.978275	0.983629	0.00535429
g004627	chr18	37955909	37956328	+	Rell2	0.79707	0.784544	-0.0125266
g004626	chr18	37955909	37956929	+	Rell2	0.0217252	0.0163709	-0.00535429
g004628	chr18	37955909	37956929	+	Rell2	0.00881257	0.00790435	-0.000908212
g004627	chr18	37955916	37956328	+	Rell2	0.20293	0.215456	0.0125266
g004628	chr18	37956567	37956929	+	Rell2	0.991187	0.992096	0.000908212
g004629	chr18	37956994	37957089	+	Rell2	0.966909	0.970889	0.00397957
g004629	chr18	37956994	37957589	+	Rell2	0.0330908	0.0291112	-0.00397957
g004630	chr18	37956994	37957589	+	Rell2	0.0565599	0.0478379	-0.00872191
g004630	chr18	37957155	37957589	+	Rell2	0.94344	0.952162	0.00872191
g004631	chr18	38296798	38297466	+	Rnf14	0.037066	0.0517519	0.0146859
g004632	chr18	38296798	38297466	+	Rnf14	0.881815	0.859145	-0.0226699
g004631	chr18	38296798	38297500	+	Rnf14	0.115397	0.151592	0.0361949
g004631	chr18	38296798	38299754	+	Rnf14	0.847537	0.796656	-0.0508807
g004633	chr18	38296798	38299754	+	Rnf14	0.609136	0.615121	0.00598552
g004632	chr18	38297205	38297466	+	Rnf14	0.118185	0.140855	0.0226699
g004634	chr18	38297205	38297466	+	Rnf14	0.0673642	0.131593	0.0642287
g004633	chr18	38297205	38299754	+	Rnf14	0.0483724	0.0409398	-0.00743265
g004634	chr18	38297205	38299754	+	Rnf14	0.932636	0.868407	-0.0642287
g004633	chr18	38297431	38299754	+	Rnf14	0.0401907	0.0338774	-0.00631333
g004633	chr18	38297575	38299754	+	Rnf14	0.0385179	0.0361923	-0.00232561
g004635	chr18	38297575	38299754	+	Rnf14	0.173799	0.146956	-0.0268424
g004633	chr18	38298395	38299754	+	Rnf14	0.263783	0.273869	0.0100861
g004635	chr18	38297575	38298309	+	Rnf14	0.826201	0.853044	0.0268424
g004636	chr18	38300590	38301656	+	Rnf14	0.956882	0.94688	-0.0100018
g004636	chr18	38300590	38307865	+	Rnf14	0.0431179	0.0531196	0.0100018
g004637	chr18	38300590	38307865	+	Rnf14	0.0359755	0.0445641	0.00858859
g004637	chr18	38301807	38307865	+	Rnf14	0.964025	0.955436	-0.00858859
g004638	chr18	38460650	38464261	+	Ndfip1	0.0258948	0.0253171	-0.000577757
g004638	chr18	38460650	38464277	+	Ndfip1	0.974105	0.974683	0.000577757
g004639	chr18	38676805	38834792	+	Arhgap26	0.899527	0.908796	0.00926908
g004639	chr18	38676805	38933793	+	Arhgap26	0.100473	0.0912037	-0.00926908
g004640	chr18	38834934	38837528	+	.	0.191499	0.140631	-0.0508678
g004640	chr18	38834942	38837528	+	.	0.808501	0.859369	0.0508678
g004641	chr18	39306852	39357553	+	Arhgap26	0.387679	0.390773	0.0030936
g004641	chr18	39306852	39363117	+	Arhgap26	0.612321	0.609227	-0.0030936
g004642	chr18	39306852	39363117	+	Arhgap26	0.708646	0.666937	-0.0417089
g004642	chr18	39357663	39363117	+	Arhgap26	0.291354	0.333063	0.0417089
g004643	chr18	42530890	42535085	+	Tcerg1	0.587531	0.613072	0.025541
g004643	chr18	42530890	42536178	+	Tcerg1	0.412469	0.386928	-0.025541
g004644	chr18	42530890	42536178	+	Tcerg1	0.402819	0.330228	-0.0725904
g004644	chr18	42535147	42536178	+	Tcerg1	0.597181	0.669772	0.0725904
g004645	chr18	46780768	46783759	+	Ap3s1	0.777401	0.761978	-0.0154233
g004645	chr18	46780768	46789897	+	Ap3s1	0.222599	0.238022	0.0154233
g004646	chr18	46780768	46789897	+	Ap3s1	0.285356	0.308092	0.0227355
g004646	chr18	46783799	46789897	+	Ap3s1	0.714644	0.691908	-0.0227355
g004647	chr18	49903028	49903414	+	Dmxl1	0.151412	0.200345	0.0489332
g004647	chr18	49903028	49912643	+	Dmxl1	0.848588	0.799655	-0.0489332
g004648	chr18	49903028	49912643	+	Dmxl1	0.833724	0.776491	-0.0572329
g004648	chr18	49903527	49912643	+	Dmxl1	0.166276	0.223509	0.0572329
g004649	chr18	49922715	49925919	+	Dmxl1	0.303731	0.254777	-0.0489542
g004649	chr18	49922715	49931911	+	Dmxl1	0.696269	0.745223	0.0489542
g004650	chr18	49922715	49931911	+	Dmxl1	0.692761	0.744424	0.0516625
g004650	chr18	49925981	49931911	+	Dmxl1	0.307239	0.255576	-0.0516625
g004651	chr18	49979626	50090200	+	Tnfaip8	0.372782	0.32759	-0.0451926
g004651	chr18	50053619	50090200	+	Tnfaip8	0.627218	0.67241	0.0451926
g004652	chr18	53930362	53932191	+	Csnk1g3	0.693593	0.73231	0.038717
g004652	chr18	53930362	53932194	+	Csnk1g3	0.306407	0.26769	-0.038717
g004653	chr18	53933545	53936853	+	Csnk1g3	0.132086	0.160215	0.0281295
g004653	chr18	53933545	53948048	+	Csnk1g3	0.867914	0.839785	-0.0281295
g004654	chr18	53933545	53948048	+	Csnk1g3	0.887834	0.8722	-0.0156345
g004654	chr18	53936948	53948048	+	Csnk1g3	0.112166	0.1278	0.0156345
g004655	chr18	57468836	57477014	+	Ctxn3	0.294343	0.332191	0.0378477
g004655	chr18	57472696	57477014	+	Ctxn3	0.705657	0.667809	-0.0378477
g004656	chr18	57932605	57934951	+	Slc12a2	0.718455	0.759548	0.0410935
g004656	chr18	57932605	57936308	+	Slc12a2	0.281545	0.240452	-0.0410935
g004657	chr18	57932605	57936308	+	Slc12a2	0.459571	0.370861	-0.0887097
g004657	chr18	57934998	57936308	+	Slc12a2	0.540429	0.629139	0.0887097
g004658	chr18	59065885	59066910	+	AC132242.1	0.759798	0.75881	-0.000987454
g004658	chr18	59065885	59066929	+	AC132242.1	0.240202	0.24119	0.000987454
g004659	chr18	60526365	60526601	+	Dctn4	0.0477284	0.0333462	-0.0143822
g004659	chr18	60526365	60534593	+	Dctn4	0.952272	0.966654	0.0143822
g004660	chr18	60544146	60545357	+	Dctn4	0.808746	0.760369	-0.0483773
g004660	chr18	60544146	60545748	+	Dctn4	0.191254	0.239631	0.0483773
g004661	chr18	60544146	60545748	+	Dctn4	0.198238	0.25118	0.0529422
g004661	chr18	60545377	60545748	+	Dctn4	0.801762	0.74882	-0.0529422
g004662	chr18	60774686	60776401	+	Rps14	0.98595	0.990185	0.0042352
g004662	chr18	60775317	60776401	+	Rps14	0.0140504	0.00981522	-0.0042352
g004663	chr18	60777889	60778431	+	Rps14	0.999056	0.997928	-0.00112852
g004663	chr18	60777889	60778433	+	Rps14	0.000943739	0.00207226	0.00112852
g004664	chr18	60810418	60811294	+	Cd74	0.330357	0.265521	-0.0648355
g004664	chr18	60810418	60811859	+	Cd74	0.669643	0.734479	0.0648355
g004665	chr18	60810418	60811859	+	Cd74	0.806446	0.777357	-0.0290893
g004665	chr18	60811485	60811859	+	Cd74	0.193554	0.222643	0.0290893
g004666	chr18	60963963	60969011	+	Camk2a	0.0213521	0.0241361	0.00278394
g004666	chr18	60963963	60969994	+	Camk2a	0.978648	0.975864	-0.00278394
g004667	chr18	60963963	60969994	+	Camk2a	0.972607	0.971198	-0.0014092
g004667	chr18	60969043	60969994	+	Camk2a	0.0273926	0.0288018	0.0014092
g004668	chr18	60980154	60984326	+	Camk2a	0.99054	0.995247	0.00470678
g004668	chr18	60980295	60984326	+	Camk2a	0.00945961	0.00475283	-0.00470678
g004669	chr18	61068219	61068742	+	Pdgfrb	0.269432	0.293687	0.024255
g004669	chr18	61068219	61068745	+	Pdgfrb	0.730568	0.706313	-0.024255
g004670	chr18	61569562	61571874	+	Csnk1a1	0.382998	0.399695	0.0166974
g004670	chr18	61569562	61575410	+	Csnk1a1	0.617002	0.600305	-0.0166974
g004671	chr18	61569562	61575410	+	Csnk1a1	0.607597	0.592249	-0.0153481
g004671	chr18	61571957	61575410	+	Csnk1a1	0.392403	0.407751	0.0153481
g004672	chr18	61580451	61587426	+	Csnk1a1	0.330676	0.325597	-0.00507895
g004672	chr18	61580487	61587426	+	Csnk1a1	0.669324	0.674403	0.00507895
g004673	chr18	62983391	62984004	+	Napg	0.0963923	0.105275	0.00888295
g004673	chr18	62983391	62984040	+	Napg	0.903608	0.894725	-0.00888295
g004674	chr18	63779957	63791796	+	Wdr7	0.881446	0.843478	-0.0379684
g004674	chr18	63779957	63794225	+	Wdr7	0.118554	0.156522	0.0379684
g004675	chr18	63779957	63794225	+	Wdr7	0.088943	0.131006	0.0420631
g004675	chr18	63791891	63794225	+	Wdr7	0.911057	0.868994	-0.0420631
g004676	chr18	64997421	65074724	+	Nedd4l	0.424181	0.364963	-0.0592175
g004676	chr18	65023989	65074724	+	Nedd4l	0.575819	0.635037	0.0592175
g004677	chr18	65074805	65077698	+	Nedd4l	0.874764	0.836256	-0.0385078
g004677	chr18	65076308	65077698	+	Nedd4l	0.125236	0.163744	0.0385078
g004678	chr18	65625334	65638750	+	Zfp532	0.480338	0.542065	0.0617275
g004678	chr18	65625334	65682895	+	Zfp532	0.519662	0.457935	-0.0617275
g004679	chr18	65625334	65682895	+	Zfp532	0.605184	0.576569	-0.0286152
g004679	chr18	65656632	65682895	+	Zfp532	0.394816	0.423431	0.0286152
g004680	chr18	65685690	65686962	+	Zfp532	0.958429	0.96969	0.011261
g004680	chr18	65685690	65687067	+	Zfp532	0.041571	0.0303101	-0.011261
g004681	chr18	65812741	65814838	+	Sec11c	0.0258863	0.0225328	-0.00335355
g004681	chr18	65812814	65814838	+	Sec11c	0.974114	0.977467	0.00335355
g004682	chr18	67088873	67134213	+	Gnal	0.545363	0.547148	0.00178426
g004682	chr18	67133970	67134213	+	Gnal	0.454637	0.452852	-0.00178426
g004683	chr18	67478061	67479068	+	Prelid3a	0.719609	0.687364	-0.0322451
g004683	chr18	67478061	67479072	+	Prelid3a	0.280391	0.312636	0.0322451
g004684	chr18	67792014	67793150	+	Seh1l	0.0729549	0.0989274	0.0259724
g004684	chr18	67792014	67794717	+	Seh1l	0.927045	0.901073	-0.0259724
g004685	chr18	67933388	68005685	+	Ldlrad4	0.69924	0.516358	-0.182882
g004685	chr18	67934215	68005685	+	.	0.30076	0.483642	0.182882
g004686	chr18	69345025	69347279	+	Tcf4	0.721751	0.703335	-0.0184159
g004687	chr18	69345025	69347279	+	Tcf4	0.272462	0.336349	0.0638873
g004686	chr18	69345025	69349072	+	Tcf4	0.278249	0.296665	0.0184159
g004688	chr18	69345025	69349072	+	Tcf4	0.0484285	0.065598	0.0171695
g004687	chr18	69345939	69347279	+	Tcf4	0.383676	0.320587	-0.0630888
g004687	chr18	69346365	69347279	+	Tcf4	0.343862	0.343064	-0.000798464
g004688	chr18	69347370	69349072	+	Tcf4	0.951571	0.934402	-0.0171695
g004689	chr18	69465447	69519965	+	Tcf4	0.91898	0.934847	0.0158676
g004689	chr18	69519860	69519965	+	Tcf4	0.0810205	0.0651529	-0.0158676
g004690	chr18	69520026	69564034	+	Tcf4	0.756199	0.750336	-0.00586352
g004691	chr18	69520026	69564034	+	Tcf4	0.763961	0.834555	0.0705934
g004690	chr18	69520026	69564037	+	Tcf4	0.243801	0.249664	0.00586352
g004692	chr18	69520026	69564037	+	Tcf4	0.481863	0.601135	0.119272
g004691	chr18	69521485	69564034	+	Tcf4	0.236039	0.165445	-0.0705934
g004693	chr18	69521485	69564034	+	Tcf4	0.47046	0.474583	0.00412274
g004692	chr18	69521485	69564037	+	Tcf4	0.518137	0.398865	-0.119272
g004693	chr18	69521485	69564037	+	Tcf4	0.52954	0.525417	-0.00412274
g004694	chr18	69564684	69633577	+	Tcf4	0.605229	0.590571	-0.0146575
g004694	chr18	69593584	69633577	+	Tcf4	0.337638	0.351859	0.0142206
g004694	chr18	69593992	69633577	+	Tcf4	0.0571333	0.0575702	0.0004369
g004695	chr18	69652472	69654961	+	Tcf4	0.94245	0.947848	0.00539762
g004695	chr18	69652472	69654964	+	Tcf4	0.0575497	0.0521521	-0.00539762
g004696	chr18	69678117	69681569	+	Tcf4	0.330588	0.400134	0.069546
g004696	chr18	69678129	69681569	+	Tcf4	0.669412	0.599866	-0.069546
g004697	chr18	73872064	73873221	+	Mro	0.559998	0.600005	0.0400067
g004697	chr18	73872064	73873224	+	Mro	0.440002	0.399995	-0.0400067
g004698	chr18	74219238	74219383	+	Cxxc1	0.900002	0.877131	-0.0228712
g004698	chr18	74219250	74219383	+	Cxxc1	0.0999976	0.122869	0.0228712
g004699	chr18	74275417	74275904	+	Mbd1	0.580424	0.594109	0.0136849
g004699	chr18	74275417	74276407	+	Mbd1	0.419576	0.405891	-0.0136849
g004700	chr18	74275417	74276407	+	Mbd1	0.339414	0.303524	-0.0358894
g004700	chr18	74276071	74276407	+	Mbd1	0.660586	0.696476	0.0358894
g004701	chr18	74277578	74278679	+	Mbd1	0.545809	0.551851	0.00604133
g004701	chr18	74277578	74281879	+	Mbd1	0.454191	0.448149	-0.00604133
g004702	chr18	74714895	74715959	+	Myo5b	0.0438301	0.0374708	-0.00635927
g004702	chr18	74714959	74715959	+	Myo5b	0.834655	0.844782	0.0101264
g004702	chr18	74714974	74715959	+	Myo5b	0.0702213	0.0740372	0.00381588
g004702	chr18	74715600	74715959	+	Myo5b	0.0512934	0.0437103	-0.00758303
g004703	chr18	74723857	74728871	+	Myo5b	0.918119	0.909104	-0.0090149
g004703	chr18	74723857	74731645	+	Myo5b	0.081881	0.0908959	0.0090149
g004704	chr18	74723857	74731645	+	Myo5b	0.112418	0.124162	0.0117443
g004704	chr18	74728948	74731645	+	Myo5b	0.887582	0.875838	-0.0117443
g004705	chr18	75001243	75001350	+	Rpl17	0.558925	0.409398	-0.149528
g004705	chr18	75001243	75001666	+	Rpl17	0.441075	0.590602	0.149528
g004706	chr18	75001243	75001666	+	Rpl17	0.23789	0.336255	0.0983651
g004706	chr18	75001390	75001666	+	Rpl17	0.76211	0.663745	-0.0983651
g004707	chr18	75005900	75008651	+	BC031181	0.0841256	0.11266	0.0285339
g004707	chr18	75006014	75008651	+	BC031181	0.0510672	0.0702872	0.01922
g004707	chr18	75006114	75008651	+	BC031181	0.864807	0.817053	-0.0477539
g004708	chr18	75126919	75162467	+	Dym	0.176638	0.189989	0.0133509
g004708	chr18	75126919	75199163	+	Dym	0.823362	0.810011	-0.0133509
g004709	chr18	75126919	75199163	+	Dym	0.838324	0.803858	-0.0344663
g004709	chr18	75162631	75199163	+	Dym	0.161676	0.196142	0.0344663
g004710	chr18	76262727	76286860	+	Smad2	0.819755	0.85156	0.0318046
g004710	chr18	76262727	76287928	+	Smad2	0.180245	0.14844	-0.0318046
g004711	chr18	76262727	76287928	+	Smad2	0.253038	0.205383	-0.0476548
g004711	chr18	76286949	76287928	+	Smad2	0.746962	0.794617	0.0476548
g004712	chr18	76944185	76951113	+	Hdhd2	0.538651	0.558312	0.0196603
g004712	chr18	76944531	76951113	+	Hdhd2	0.461349	0.441688	-0.0196603
g004713	chr18	76956923	76965051	+	Hdhd2	0.991739	0.986484	-0.00525588
g004713	chr18	76956923	76967144	+	Hdhd2	0.0082606	0.0135165	0.00525588
g004714	chr18	76956923	76967144	+	Hdhd2	0.00928576	0.0145916	0.00530582
g004714	chr18	76965267	76967144	+	Hdhd2	0.990714	0.985408	-0.00530582
g004715	chr18	77065419	77097249	+	Pias2	0.860558	0.867584	0.00702584
g004715	chr18	77065907	77097249	+	Pias2	0.139442	0.132416	-0.00702584
g004716	chr18	77145142	77146703	+	Pias2	0.0739096	0.102385	0.0284758
g004716	chr18	77145142	77150061	+	Pias2	0.92609	0.897615	-0.0284758
g004717	chr18	77150098	77152612	+	Pias2	0.0518627	0.0592938	0.00743114
g004717	chr18	77150098	77152615	+	Pias2	0.878887	0.850895	-0.0279913
g004717	chr18	77150098	77152641	+	Pias2	0.0692507	0.0898109	0.0205602
g004718	chr18	77186225	77211656	+	St8sia5	0.349778	0.365443	0.0156644
g004718	chr18	77186225	77232793	+	St8sia5	0.650222	0.634557	-0.0156644
g004719	chr18	77186225	77232793	+	St8sia5	0.66132	0.676997	0.0156775
g004719	chr18	77211763	77232793	+	St8sia5	0.33868	0.323003	-0.0156775
g004720	chr18	77789986	77835125	+	Pstpip2	0.488082	0.566665	0.0785828
g004720	chr18	77794750	77835125	+	Pstpip2	0.511918	0.433335	-0.0785828
g004721	chr18	80207343	80210062	+	AC131065.2	0.632498	0.673753	0.0412553
g004721	chr18	80207343	80218704	+	Txnl4a	0.367502	0.326247	-0.0412553
g004722	chr18	80263553	80272462	+	Pqlc1	0.213763	0.177932	-0.0358306
g004722	chr18	80263553	80283276	+	Pqlc1	0.786237	0.822068	0.0358306
g004723	chr18	80263553	80283276	+	Pqlc1	0.785552	0.798713	0.0131606
g004723	chr18	80272515	80283276	+	Pqlc1	0.214448	0.201287	-0.0131606
g004724	chr18	82554750	82561778	+	Mbp	0.154246	0.148217	-0.00602867
g004724	chr18	82554750	82572825	+	Mbp	0.845754	0.851783	0.00602867
g004725	chr18	82554750	82572825	+	Mbp	0.850705	0.855292	0.00458678
g004725	chr18	82561855	82572825	+	Mbp	0.149295	0.144708	-0.00458678
g004726	chr18	82575207	82575535	+	Mbp	0.00862897	0.00975868	0.00112971
g004726	chr18	82575207	82575601	+	Mbp	0.98505	0.982744	-0.00230595
g004726	chr18	82575207	82578936	+	Mbp	0.00322544	0.00256856	-0.000656883
g004727	chr18	82575207	82578936	+	Mbp	0.013821	0.011104	-0.00271704
g004726	chr18	82575207	82584112	+	Mbp	0.00309551	0.00492862	0.00183312
g004728	chr18	82575207	82584112	+	Mbp	0.003041	0.0041689	0.0011279
g004727	chr18	82575633	82578936	+	Mbp	0.986179	0.988896	0.00271704
g004729	chr18	82575633	82578936	+	Mbp	0.205731	0.19171	-0.0140208
g004728	chr18	82575633	82584112	+	Mbp	0.814233	0.824477	0.0102445
g004729	chr18	82575633	82584112	+	Mbp	0.794269	0.80829	0.0140208
g004728	chr18	82579058	82584112	+	Mbp	0.182726	0.171354	-0.0113724
g004730	chr18	86404888	86461042	+	Neto1	0.966395	0.960685	-0.00571068
g004730	chr18	86404888	86473615	+	Neto1	0.0336047	0.0393153	0.00571068
g004731	chr18	86404888	86473615	+	Neto1	0.031937	0.0370966	0.00515956
g004731	chr18	86461327	86473615	+	Neto1	0.968063	0.962903	-0.00515956
g004732	chr18	86494863	86498542	+	Neto1	0.922905	0.940044	0.0171389
g004732	chr18	86494863	86498652	+	Neto1	0.0770946	0.0599556	-0.0171389
g004733	chr18	86500086	86500913	+	Neto1	0.798047	0.787937	-0.0101097
g004733	chr18	86500086	86501342	+	Neto1	0.0967307	0.11068	0.0139498
g004733	chr18	86500086	86503261	+	Neto1	0.0613457	0.0742734	0.0129277
g004733	chr18	86500086	86505129	+	Neto1	0.0438769	0.0271092	-0.0167677
g004734	chr18	86500086	86505129	+	Neto1	0.522276	0.366076	-0.156201
g004734	chr18	86503301	86505129	+	.	0.477724	0.633924	0.156201
g004735	chr19	3459480	3459747	-	Ppp6r3	0.469877	0.402936	-0.0669414
g004735	chr19	3459480	3464545	-	Ppp6r3	0.530123	0.597064	0.0669414
g004736	chr19	3459480	3464545	-	Ppp6r3	0.549179	0.584071	0.0348913
g004736	chr19	3459764	3464545	-	Ppp6r3	0.450821	0.415929	-0.0348913
g004737	chr19	3473815	3478278	-	Ppp6r3	0.24857	0.28585	0.0372803
g004737	chr19	3473866	3478278	-	Ppp6r3	0.75143	0.71415	-0.0372803
