group_id	chrom	loc	strand	gene_name	structure	llr	p_value	q_value
g005671	chr2	30346353	-	Sh3glb2	o	2.21779	0.10885	0.509208
g005672	chr2	30347104	-	Sh3glb2	i	2.12103	0.236484	0.75236
g005673	chr2	30348555	-	Sh3glb2	o	3.03525	0.0480625	0.328995
g005674	chr2	30350288	-	Sh3glb2	o	3.97102	0.0472248	0.32518
g005675	chr2	30348617	-	Sh3glb2	i	0.00803538	0.991997	1
g005676	chr2	30354853	-	Sh3glb2	o	2.01893	0.132797	0.568412
g005677	chr2	30354981	-	Sh3glb2	i	0.119525	0.887342	1
g005678	chr2	30980050	-	RP23-221O14.10	i	0.0486232	0.95254	1
g005679	chr2	31036542	-	Fnbp1	o	0.0208431	0.979373	1
g005680	chr2	31040514	-	Fnbp1	i	1.08116	0.339201	0.882979
g005681	chr2	31052985	-	Fnbp1	o	2.36046	0.193411	0.684507
g005682	chr2	31044896	-	Fnbp1	i	3.10759	0.101598	0.493062
g005683	chr2	31054024	-	Fnbp1	o	0.940852	0.390295	0.940656
g005684	chr2	32287645	-	Swi5	i	0.00514097	0.994872	1
g005685	chr2	32309064	-	Dnm1	i	1.6373	0.351193	0.897256
g005686	chr2	32310451	-	Dnm1	o	1.61736	0.356832	0.902682
g005687	chr2	32312127	-	Dnm1	o	1.35526	0.607376	1
g005688	chr2	32309634	-	Dnm1	i	9.37184e-05	0.999906	1
g005689	chr2	32309637	-	Dnm1	i	0.888805	0.411147	0.964906
g005690	chr2	32312342	-	Dnm1	i	1.01633	0.361922	0.908521
g005691	chr2	32328047	-	Dnm1	i	3.30876	0.0365616	0.280777
g005692	chr2	32335776	-	Dnm1	o	0.0046218	0.995389	1
g005693	chr2	32340906	-	Dnm1	i	1.18731	0.30504	0.839895
g005694	chr2	32420416	-	Slc25a25	i	0.0478741	0.953254	1
g005695	chr2	32421303	-	Slc25a25	o	0.746649	0.473952	1
g005696	chr2	32421599	-	Slc25a25	i	1.26594	0.281973	0.814535
g005697	chr2	32789637	-	Stxbp1	i	3.8592	0.0210849	0.21154
g005698	chr2	32796016	-	Stxbp1	o	3.82634	0.0217893	0.215456
g005699	chr2	32847055	-	Stxbp1	o	0.76445	0.46559	1
g005700	chr2	33085944	-	Garnl3	i	0.214517	0.934182	1
g005701	chr2	33146653	-	Ralgps1	i	0.690739	0.501205	1
g005702	chr2	33158910	-	Ralgps1	o	0.366319	0.693282	1
g005703	chr2	33464914	-	Zbtb43	o	0.647879	0.523154	1
g005704	chr2	33802745	-	Mvb12b	o	0.442466	0.64245	1
g005705	chr2	33874338	-	Mvb12b	o	0.492445	0.61113	1
g005706	chr2	33874460	-	Mvb12b	i	1.53068	0.216388	0.725268
g005707	chr2	34695608	-	Gapvd1	i	9.83918	5.33212e-05	0.00637491
g005708	chr2	34700763	-	Gapvd1	o	7.22226	0.00073015	0.0295599
g005709	chr2	34715330	-	Gapvd1	i	4.96283	0.00699313	0.109161
g005710	chr2	34720728	-	Gapvd1	i	0.0567969	0.944786	1
g005711	chr2	34725043	-	Gapvd1	o	1.61202	0.199485	0.6975
g005712	chr2	34790503	-	Rabepk	o	0.963227	0.381659	0.92993
g005713	chr2	34797375	-	Rabepk	o	0.0152078	0.984907	1
g005714	chr2	34797433	-	Rabepk	i	0.0225321	0.97772	1
g005715	chr2	34825962	-	Fbxw2	o	0.347441	0.706493	1
g005716	chr2	34866095	-	Psmd5	i	4.11363	0.0163484	0.184551
g005717	chr2	34870750	-	Psmd5	o	2.23524	0.106967	0.505263
g005718	chr2	35414284	-	Ggta1	i	1.79886	0.165488	0.635902
g005719	chr2	35422180	-	Ggta1	o	3.41538	0.032864	0.265329
g005720	chr2	36084075	-	Lhx6	i	0.0714439	0.931049	1
g005721	chr2	36090962	-	Lhx6	o	0.515691	0.597088	1
g005722	chr2	37375428	-	Rc3h2	i	0.0136451	0.986448	1
g005723	chr2	39052101	-	Golga1	i	0.166175	0.846898	1
g005724	chr2	39056060	-	Golga1	o	0.0498364	0.951385	1
g005725	chr2	39211053	-	Ppp6c	i	0.794901	0.451626	1
g005726	chr2	40597074	-	Lrp1b	i	0.293136	0.74592	1
g005727	chr2	40600254	-	Lrp1b	o	0.5222	0.593214	1
g005728	chr2	44994479	-	Zeb2	o	0.27309	0.761024	1
g005729	chr2	45110157	-	Zeb2	i	0.210683	0.810031	1
g005730	chr2	45112823	-	Zeb2	o	0.230285	0.794307	1
g005731	chr2	48912562	-	Orc4	o	2.44034	0.180745	0.664206
g005732	chr2	48940400	-	Orc4	i	0.687487	0.502838	1
g005733	chr2	50280402	-	Mmadhc	i	0.958126	0.383611	0.931665
g005734	chr2	50296252	-	Mmadhc	o	1.86723	0.154551	0.613135
g005735	chr2	52402432	-	Arl5a	i	0.125473	0.882079	1
g005736	chr2	52412062	-	Arl5a	o	0.326499	0.721445	1
g005737	chr2	52412145	-	Arl5a	i	2.76468	0.0629963	0.378963
g005738	chr2	52477811	-	Cacnb4	i	3.72482	0.0588664	0.366341
g005739	chr2	52558269	-	Cacnb4	o	0.959897	0.382933	0.931092
g005740	chr2	52675811	-	Cacnb4	i	0.332189	0.717352	1
g005741	chr2	53146094	-	Prpf40a	o	1.26587	0.281995	0.814535
g005742	chr2	53157917	-	Prpf40a	i	3.12299	0.0440254	0.312802
g005743	chr2	53159558	-	Prpf40a	o	2.20839	0.109878	0.511549
g005744	chr2	53190100	-	Prpf40a	i	0.00289084	0.997113	1
g005745	chr2	57109265	-	Nr4a2	i	0.0772872	0.925624	1
g005746	chr2	57112951	-	Nr4a2	o	1.06539	0.344595	0.889638
g005747	chr2	58500557	-	Acvr1	i	1.81777	0.162387	0.630344
g005748	chr2	58537778	-	Acvr1	o	1.83117	0.160226	0.624841
g005749	chr2	59004064	-	Ccdc148	i	1.3449	0.260566	0.784092
g005750	chr2	59017516	-	Ccdc148	o	0.268638	0.76442	1
g005751	chr2	59862620	-	Wdsub1	o	0.0554208	0.946087	1
g005752	chr2	59933715	-	Baz2b	i	0.0460158	0.955027	1
g005753	chr2	59936686	-	Baz2b	o	0.18647	0.829884	1
g005754	chr2	60758854	-	Rbms1	i	0.00552756	0.994488	1
g005755	chr2	60762053	-	Rbms1	o	0.029865	0.970577	1
g005756	chr2	66323444	-	Scn1a	i	0.827686	0.437059	0.991868
g005757	chr2	66351226	-	Scn1a	i	1.79743	0.165725	0.636579
g005758	chr2	70757549	-	Tlk1	i	0.028765	0.971645	1
g005759	chr2	70770004	-	Tlk1	o	0.147612	0.862765	1
g005760	chr2	70770075	-	Tlk1	i	0.0277387	0.972642	1
g005761	chr2	70825193	-	Tlk1	o	0.000720397	0.99928	1
g005762	chr2	72940739	-	Sp3	i	1.55863	0.210424	0.716463
g005763	chr2	73099292	-	Ola1	o	0.0589015	0.9428	1
g005764	chr2	73659757	-	Chn1	i	0.368949	0.691461	1
g005765	chr2	73842446	-	Atf2	i	2.53709	0.0790966	0.430733
g005766	chr2	73850589	-	Atf2	o	2.00559	0.134581	0.572322
g005767	chr2	73850982	-	Atf2	i	0.78553	0.455878	1
g005768	chr2	73863169	-	Atf2	o	0.662732	0.515441	1
g005769	chr2	73863238	-	Atf2	i	3.20576	0.0932183	0.472195
g005770	chr2	73873670	-	Atf2	o	6.90066	0.00100712	0.0353281
g005771	chr2	73908707	-	Atp5g3	i	0.818228	0.441213	0.994465
g005772	chr2	73911060	-	Atp5g3	i	1.06979	0.343082	0.887741
g005773	chr2	73911252	-	Atp5g3	o	0.0140036	0.986094	1
g005774	chr2	74522297	-	Lnpk	i	2.93788	0.0529782	0.345771
g005775	chr2	74529631	-	Lnpk	o	1.25554	0.284923	0.818367
g005776	chr2	74573626	-	Lnpk	i	3.36961	0.034403	0.271533
g005777	chr2	77503682	-	Zfp385b	i	1.50397	0.222246	0.733454
g005778	chr2	77936593	-	Cwc22	o	0.0383323	0.962393	1
g005779	chr2	77936722	-	Cwc22	i	0.0755085	0.927272	1
g005780	chr2	79865038	-	Pde1a	o	2.06117	0.127305	0.554606
g005781	chr2	79927675	-	Pde1a	o	2.52196	0.080302	0.43422
g005782	chr2	80128844	-	Pde1a	i	1.83576	0.299188	0.83165
g005783	chr2	80506937	-	Nckap1	i	0.0858487	0.917733	1
g005784	chr2	80512677	-	Nckap1	o	0.103886	0.901328	1
g005785	chr2	80570119	-	Nckap1	o	4.97047	0.00693985	0.108976
g005786	chr2	80570229	-	Nckap1	i	2.92518	0.0536551	0.346748
g005787	chr2	80580858	-	Nckap1	o	3.60789	0.027109	0.239273
g005788	chr2	84603752	-	Ctnnd1	i	1.39692	0.247358	0.765319
g005789	chr2	84608329	-	Ctnnd1	o	3.55203	0.0286664	0.248089
g005790	chr2	84612092	-	Ctnnd1	i	1.38259	0.250927	0.770129
g005791	chr2	84612936	-	Ctnnd1	o	1.39481	0.247879	0.765629
g005792	chr2	84624558	-	Ctnnd1	i	1.04983	0.349997	0.895929
g005793	chr2	84650406	-	Ctnnd1	o	0.700603	0.496286	1
g005794	chr2	84669397	-	RP23-387F9.3	i	0.350051	0.704652	1
g005795	chr2	84880869	-	Rtn4rl2	i	0.0354664	0.965155	1
g005796	chr2	90469534	-	Ptprj	o	0.423688	0.654628	1
g005797	chr2	91066013	-	Slc39a13	o	4.24622	0.0143182	0.171184
g005798	chr2	91138755	-	Madd	i	0.388361	0.678167	1
g005799	chr2	91142756	-	Madd	o	1.04838	0.350503	0.896278
g005800	chr2	91140626	-	Madd	i	1.0698	0.343077	0.887741
g005801	chr2	91158143	-	Madd	i	1.52422	0.384216	0.932273
g005802	chr2	91159305	-	Madd	i	0.511201	0.599775	1
g005803	chr2	91162028	-	Madd	o	0.388079	0.678359	1
g005804	chr2	91163601	-	Madd	i	3.1391	0.0433218	0.309639
g005805	chr2	91165366	-	Madd	o	3.32894	0.0358312	0.278009
g005806	chr2	91166685	-	Madd	i	2.51861	0.0805717	0.434492
g005807	chr2	91284320	-	RP23-42N14.3	i	0.776784	0.459883	1
g005808	chr2	91383729	-	RP23-42N14.3	o	0.465286	0.627956	1
g005809	chr2	91304833	-	RP23-42N14.3	i	0.200325	0.818465	1
g005810	chr2	91421866	-	RP23-42N14.3	o	0.0611475	0.989034	1
g005811	chr2	91681695	-	Atg13	i	0.18845	0.828242	1
g005812	chr2	91684669	-	Atg13	o	10.5282	0.000308618	0.0183444
g005813	chr2	91682109	-	Atg13	i	0.0218519	0.978385	1
g005814	chr2	91682803	-	Atg13	o	1.84462	0.158086	0.621766
g005815	chr2	91682136	-	Atg13	i	1.90654	0.148594	0.602889
g005816	chr2	91936858	-	Dgkz	o	0.0327272	0.967803	1
g005817	chr2	91938717	-	Dgkz	o	0.719765	0.486867	1
g005818	chr2	91940605	-	Dgkz	o	2.38344	0.0922326	0.470036
g005819	chr2	91944869	-	Dgkz	i	3.98265	0.0186362	0.198052
g005820	chr2	92391141	-	Mapk8ip1	i	0.0643027	0.937721	1
g005821	chr2	93437470	-	Cd82	i	0.0170737	0.983071	1
g005822	chr2	93462330	-	Cd82	o	0.173105	0.841049	1
g005823	chr2	93996392	-	Alkbh3	i	0.818225	0.441214	0.994465
g005824	chr2	94003053	-	Alkbh3	o	0.210532	0.810153	1
g005825	chr2	94008592	-	Alkbh3	i	4.10998e-05	0.999959	1
g005826	chr2	94333052	-	Ttc17	i	2.36655	0.093804	0.473793
g005827	chr2	94358751	-	Ttc17	o	0.136479	0.872425	1
g005828	chr2	94418256	-	Api5	o	0.553979	0.574658	1
g005829	chr2	101562354	-	RP23-325I3.1	i	1.0349	0.355261	0.902096
g005830	chr2	104214091	-	RP24-297H17.3	o	0.533051	0.586812	1
g005831	chr2	104255570	-	RP24-297H17.3	i	2.21236	0.219105	0.729033
g005832	chr2	104409929	-	RP24-297H17.3	o	0.350675	0.704213	1
g005833	chr2	104434936	-	Hipk3	o	0.0332299	0.967316	1
g005834	chr2	104706356	-	Tcp11l1	o	1.02887	0.357412	0.903167
g005835	chr2	105967094	-	Dnajc24	i	0.0991847	0.905575	1
g005836	chr2	105980982	-	Dnajc24	o	0.0990776	0.905672	1
g005837	chr2	105970516	-	Dnajc24	i	0.016901	0.983241	1
g005838	chr2	106001929	-	Dnajc24	o	0.361543	0.696601	1
g005839	chr2	106969558	-	Arl14ep	i	0.00411115	0.995897	1
g005840	chr2	113788736	-	Scg5	o	0.565105	0.568301	1
g005841	chr2	113827571	-	Scg5	i	0.280576	0.905265	1
g005842	chr2	113828402	-	Scg5	o	0.0393815	0.961384	1
g005843	chr2	113828999	-	Scg5	o	0.240557	0.78619	1
g005844	chr2	113827741	-	Scg5	i	1.18832e-05	0.999988	1
g005845	chr2	115868745	-	Meis2	o	0.445585	0.64045	1
g005846	chr2	116063420	-	Meis2	i	1.8378	0.159167	0.623673
g005847	chr2	119027387	-	Ccdc32	i	0.296673	0.743287	1
g005848	chr2	119656442	-	Ndufaf1	i	0.000282691	0.999717	1
g005849	chr2	119660002	-	Ndufaf1	o	0.0335996	0.966959	1
g005850	chr2	119660659	-	Ndufaf1	i	0.069903	0.986666	1
g005851	chr2	119783970	-	Rpap1	i	0.0154951	0.984624	1
g005852	chr2	120375419	-	Tmem87a	o	3.91825	0.0198759	0.204457
g005853	chr2	120532222	-	Zfp106	i	5.26141	0.005188	0.0939465
g005854	chr2	120545843	-	Zfp106	o	4.41723	0.0315747	0.26083
g005855	chr2	120555315	-	Zfp106	i	0.0822421	0.921049	1
g005856	chr2	120609023	-	Lrrc57	i	2.47779	0.17508	0.65227
g005857	chr2	120822608	-	Ttbk2	i	0.180817	0.834588	1
g005858	chr2	120850056	-	Ttbk2	o	0.0689954	0.933331	1
g005859	chr2	121227848	-	Trp53bp1	i	1.36791	0.254638	0.775564
g005860	chr2	121235573	-	Trp53bp1	o	0.0182856	0.981881	1
g005861	chr2	121316768	-	Ppip5k1	i	0.55436	0.57444	1
g005862	chr2	121321792	-	Ppip5k1	i	0.587187	0.759157	1
g005863	chr2	121327645	-	Ppip5k1	o	1.06013	0.547825	1
g005864	chr2	121336840	-	Ppip5k1	i	0.769695	0.463154	1
g005865	chr2	121351013	-	Ppip5k1	i	0.468105	0.626188	1
g005866	chr2	122353884	-	Shf	i	0.0208245	0.979391	1
g005867	chr2	122354197	-	Shf	i	2.9702	0.0512932	0.339406
g005868	chr2	122357083	-	Shf	o	1.90277	0.149155	0.602914
g005869	chr2	125096120	-	Myef2	i	0.260572	0.77061	1
g005870	chr2	125097977	-	Myef2	o	0.452419	0.636088	1
g005871	chr2	125844810	-	Cops2	o	0.0386568	0.962081	1
g005872	chr2	126807289	-	Trpm7	o	1.54997	0.212253	0.718738
g005873	chr2	127510829	-	Kcnip3	o	0.117674	0.888986	1
g005874	chr2	127768171	-	Nphp1	o	2.14406	0.117178	0.531543
g005875	chr2	130175441	-	Snrpb	i	8.78364e-05	0.999912	1
g005876	chr2	130177015	-	Snrpb	o	0.316534	0.72867	1
g005877	chr2	130279437	-	Idh3b	i	1.17591	0.308537	0.844563
g005878	chr2	130280263	-	Idh3b	o	0.478	0.620022	1
g005879	chr2	130283829	-	Idh3b	i	4.01363	0.0180677	0.195366
g005880	chr2	130284171	-	Idh3b	o	2.67581	0.068851	0.39712
g005881	chr2	130628489	-	Ubox5	o	0.870168	0.418881	0.974364
g005882	chr2	130635464	-	Lzts3	i	1.63559	0.194838	0.685765
g005883	chr2	130636627	-	Lzts3	i	0.334266	0.715864	1
g005884	chr2	130638047	-	Lzts3	i	0.37929	0.684347	1
g005885	chr2	130806871	-	RP23-175J8.3	o	2.09376	0.123223	0.545039
g005886	chr2	131040399	-	Gfra4	o	0.259084	0.771758	1
g005887	chr2	131040475	-	Gfra4	i	0.0894493	0.914435	1
g005888	chr2	131148294	-	RP23-32L15.2	i	0.702091	0.495548	1
g005889	chr2	131153594	-	RP23-32L15.2	o	0.17931	0.835847	1
g005890	chr2	132012652	-	Rassf2	i	0.187508	0.829022	1
g005891	chr2	132246074	-	Tmem230	i	0.00179206	0.99821	1
g005892	chr2	132540362	-	Gpcpd1	i	4.03038	0.0177675	0.193511
g005893	chr2	132542243	-	Gpcpd1	o	1.94602	0.142841	0.589681
g005894	chr2	132556976	-	Gpcpd1	i	1.78035	0.168579	0.640776
g005895	chr2	132564627	-	Gpcpd1	o	1.90022	0.149536	0.603932
g005896	chr2	132578068	-	Gpcpd1	o	0.355782	0.700626	1
g005897	chr2	136885700	-	Mkks	i	1.10623	0.330803	0.872354
g005898	chr2	140057499	-	Tasp1	i	0.0696548	0.932716	1
g005899	chr2	140661751	-	Flrt3	i	0.251645	0.777521	1
g005900	chr2	143538122	-	Pcsk2os1	i	1.03338	0.355803	0.902459
g005901	chr2	144476147	-	Dzank1	i	0.04032	0.960482	1
g005902	chr2	144479605	-	Dzank1	o	1.14418	0.318486	0.857278
g005903	chr2	144490277	-	Dzank1	i	0.0792673	0.923793	1
g005904	chr2	144501427	-	Dzank1	o	0.85092	0.636525	1
g005905	chr2	150838315	-	Abhd12	o	3.78308	0.0227525	0.219211
g005906	chr2	150858484	-	Abhd12	i	4.2665	0.0738934	0.413817
g005907	chr2	150904357	-	Abhd12	o	0.000939583	0.999061	1
g005908	chr2	151597258	-	Snph	i	0.125969	0.881642	1
g005909	chr2	151600978	-	Snph	o	4.43466	0.0310799	0.259311
g005910	chr2	151632148	-	Snph	o	0.160355	0.956087	1
g005911	chr2	151601631	-	Snph	i	0.392828	0.675145	1
g005912	chr2	152322271	-	Rbck1	i	4.07347	0.0170182	0.189359
g005913	chr2	152324267	-	Rbck1	o	3.70018	0.0247191	0.228531
g005914	chr2	152369923	-	Nrsn2	i	0.758535	0.468352	1
g005915	chr2	152374290	-	Nrsn2	i	0.36479	0.694343	1
g005916	chr2	152830102	-	Bcl2l1	i	7.06101	0.00274368	0.0633255
g005917	chr2	152831603	-	Bcl2l1	o	3.96561	0.0189565	0.200243
g005918	chr2	152945427	-	Dusp15	o	3.02891	0.0483685	0.329236
g005919	chr2	153418145	-	Nol4l	i	1.86844	0.154365	0.613004
g005920	chr2	153436347	-	Nol4l	i	0.0140025	0.986095	1
g005921	chr2	154547037	-	Necab3	o	0.0299007	0.970542	1
g005922	chr2	154888360	-	Eif2s2	i	0.524572	0.591809	1
g005923	chr2	155653493	-	Trpc4ap	o	1.39478	0.247887	0.765629
g005924	chr2	155911741	-	Uqcc1	o	0.200247	0.818528	1
g005925	chr2	156074176	-	Cpne1	o	0.00455143	0.995459	1
g005926	chr2	156079464	-	Cpne1	i	3.38391	0.0339147	0.270111
g005927	chr2	156103349	-	Cpne1	o	3.61687	0.0268665	0.23847
g005928	chr2	156111786	-	Cpne1	o	0.668491	0.720371	1
g005929	chr2	156158400	-	Rbm39	o	0.136881	0.872074	1
g005930	chr2	156167685	-	Rbm39	o	0.80123	0.448776	1
g005931	chr2	156173022	-	Rbm39	i	2.25156	0.105235	0.501972
g005932	chr2	156177336	-	Rbm39	o	0.589607	0.554545	1
g005933	chr2	156177385	-	Rbm39	i	7.80748	0.00040668	0.0211816
g005934	chr2	156178880	-	Rbm39	o	2.31229	0.0990342	0.486475
g005935	chr2	156179177	-	Rbm39	o	4.12072	0.0162329	0.183641
g005936	chr2	156854304	-	RP24-482A24.11	i	0.0275829	0.972794	1
g005937	chr2	156896901	-	Ndrg3	i	0.236162	0.789653	1
g005938	chr2	156937486	-	Ndrg3	o	0.0512804	0.950012	1
g005939	chr2	156928881	-	Ndrg3	i	0.293633	0.74555	1
g005940	chr2	156931216	-	Ndrg3	o	0.0836515	0.919752	1
g005941	chr2	156950139	-	Ndrg3	i	0.27935	0.756275	1
g005942	chr2	156970037	-	Ndrg3	o	1.48104	0.227401	0.742656
g005943	chr2	156970138	-	Ndrg3	i	0.363438	0.695282	1
g005944	chr2	160832418	-	Zhx3	i	0.659789	0.51696	1
g005945	chr2	161560285	-	Ptprt	i	0.446812	0.639664	1
g005946	chr2	161564627	-	Ptprt	o	0.198081	0.820304	1
g005947	chr2	161656142	-	Ptprt	o	0.516195	0.596787	1
g005948	chr2	161656290	-	Ptprt	i	0.121023	0.886013	1
g005949	chr2	161697974	-	Ptprt	o	0.399407	0.670717	1
g005950	chr2	162135212	-	Ptprt	o	0.545631	0.579476	1
g005951	chr2	163918587	-	Rims4	o	0.155528	0.855963	1
g005952	chr2	164066669	-	Tomm34	i	0.0016298	0.998372	1
g005953	chr2	164799945	-	Acot8	i	0.0635434	0.938433	1
g005954	chr2	164804690	-	Acot8	o	0.000103217	0.999897	1
g005955	chr2	165002171	-	Ncoa5	i	0.00410166	0.995907	1
g005956	chr2	165287784	-	Slc35c2	o	0.163794	0.954759	1
g005957	chr2	165283600	-	Slc35c2	i	1.50845	0.221252	0.731998
g005958	chr2	165286481	-	Slc35c2	o	0.343768	0.709094	1
g005959	chr2	165283603	-	Slc35c2	i	0.211666	0.809235	1
g005960	chr2	165295014	-	Elmo2	o	2.76288	0.0631099	0.378963
g005961	chr2	165298742	-	Elmo2	i	1.33927	0.262036	0.786129
g005962	chr2	165311623	-	Elmo2	o	1.09144	0.335733	0.878888
g005963	chr2	165785738	-	Zmynd8	i	13.2339	1.78896e-06	0.000553578
g005964	chr2	165791905	-	Zmynd8	o	9.45945	7.79494e-05	0.00796219
g005965	chr2	165852000	-	Zmynd8	o	0.406697	0.665846	1
g005966	chr2	166079629	-	Sulf2	i	1.65575	0.190948	0.680774
g005967	chr2	166080797	-	Sulf2	o	1.35071	0.259057	0.781195
g005968	chr2	166132854	-	Sulf2	i	1.92651	0.145656	0.595356
g005969	chr2	166960023	-	Stau1	o	1.54436	0.213448	0.721744
g005970	chr2	167485593	-	Spata2	i	0.019069	0.981112	1
g005971	chr2	167609247	-	Ube2v1	i	0.587187	0.555889	1
g005972	chr2	167617829	-	Ube2v1	o	0.692782	0.500182	1
g005973	chr2	167617977	-	Ube2v1	i	0.262402	0.769202	1
g005974	chr2	168187659	-	Adnp	i	0.00963368	0.990413	1
g005975	chr2	168206574	-	Adnp	o	0.412178	0.662206	1
g005976	chr2	168189394	-	RP23-391M18.7,Adnp	i	5.29981	0.0141001	0.169928
g005977	chr2	168710976	-	Atp9a	i	3.51259	0.0298195	0.253013
g005978	chr2	170349463	-	Bcas1	i	2.88819	0.055677	0.355126
g005979	chr2	170378723	-	Bcas1	o	0.320965	0.88677	1
g005980	chr2	170356313	-	Bcas1	i	0.461686	0.63022	1
g005981	chr2	170387163	-	Bcas1	o	0.113228	0.892947	1
g005982	chr2	174461221	-	Atp5e	i	0.587439	0.555749	1
g005983	chr2	177389553	-	RP23-67E6.3	i	1.59885	0.202129	0.702192
g005984	chr2	177394697	-	RP23-67E6.3	o	2.65718	0.150174	0.604661
g005985	chr2	177948563	-	RP24-87L14.1	i	2.43357	0.0877233	0.45826
g005986	chr2	177957208	-	RP24-87L14.1	o	3.80384	0.0222851	0.217497
g005987	chr2	180039479	-	Psma7	i	5.40097	0.0128466	0.160712
g005988	chr2	180102895	-	Hrh3	i	0.172549	0.841517	1
g005989	chr2	180261681	-	Cables2	i	0.760308	0.467523	1
g005990	chr2	180263078	-	Cables2	o	1.49616	0.223988	0.737352
g005991	chr2	180692048	-	Dido1	i	0.00452339	0.995487	1
g005992	chr2	180935029	-	Nkain4	i	3.08334	0.0458059	0.320106
g005993	chr2	180937151	-	Nkain4	o	5.52826	0.00397289	0.0805539
g005994	chr2	180944214	-	Nkain4	i	0.106839	0.89867	1
g005995	chr2	181082456	-	Kcnq2	i	0.174512	0.839867	1
g005996	chr2	181088347	-	Kcnq2	o	0.497997	0.607747	1
g005997	chr2	181096950	-	Kcnq2	o	6.94055	0.00307155	0.0681767
g005998	chr2	181088570	-	Kcnq2	i	0.841767	0.430949	0.985349
g005999	chr2	181100618	-	Kcnq2	i	0.686666	0.503251	1
g006000	chr2	181104887	-	Kcnq2	o	0.577123	0.561511	1
g006001	chr2	181359739	-	Arfrp1	i	3.53828	0.0290632	0.249815
g006002	chr2	181361391	-	Arfrp1	o	2.29326	0.100937	0.491572
g006003	chr2	181364014	-	Arfrp1	o	1.77941	0.168737	0.640776
g006004	chr2	181598932	-	Samd10	o	0.0173342	0.982815	1
g006005	chr2	181691354	-	Rgs19	i	0.0198146	0.98038	1
g006006	chr2	181693879	-	Rgs19	o	0.0330809	0.96746	1
g006007	chr3	5563165	-	Pex2	o	1.78236	0.312465	0.850787
g006008	chr3	5561764	-	Pex2	i	4.36635	0.0126975	0.159797
g006009	chr3	5563729	-	Pex2	i	1.01802	0.361308	0.908521
g006010	chr3	8935040	-	Tpd52	i	1.93136	0.144951	0.593626
g006011	chr3	8944611	-	Tpd52	o	1.90572	0.148716	0.602914
g006012	chr3	10419223	-	Snx16	i	0.113486	0.892717	1
g006013	chr3	10420740	-	Snx16	o	0.0187647	0.98141	1
g006014	chr3	14609657	-	RP24-251F16.4	i	0.386411	0.679491	1
g006015	chr3	18072753	-	Cyp7b1	i	1.33428	0.263348	0.789369
g006016	chr3	18096523	-	Cyp7b1	o	0.941732	0.389952	0.94012
g006017	chr3	19134843	-	Armc1	o	0.0513676	0.949929	1
g006018	chr3	20035049	-	Hps3	o	0.414324	0.660787	1
g006019	chr3	20122864	-	Gyg	i	0.938829	0.391085	0.941195
g006020	chr3	20125258	-	Gyg	o	0.728032	0.482859	1
g006021	chr3	25912794	-	Nlgn1	i	4.90739	0.0202081	0.206417
g006022	chr3	26133242	-	Nlgn1	o	5.09857	0.0169625	0.18925
g006023	chr3	26134052	-	Nlgn1	i	0.685661	0.503757	1
g006024	chr3	27463775	-	Fndc3b	o	0.102548	0.902535	1
g006025	chr3	30931892	-	Phc3	i	1.15768	0.314215	0.852989
g006026	chr3	30942652	-	Phc3	i	1.03252	0.356109	0.902583
g006027	chr3	30950876	-	Phc3	o	0.033187	0.967358	1
g006028	chr3	33007122	-	Pex5l	o	0.784482	0.456356	1
g006029	chr3	33015076	-	Pex5l	i	1.84306	0.297412	0.828931
g006030	chr3	33080465	-	Pex5l	o	0.0499093	0.951316	1
g006031	chr3	33142849	-	Pex5l	o	3.86915	0.101649	0.493062
g006032	chr3	33024800	-	Pex5l	i	0.939757	0.390723	0.941116
g006033	chr3	33080536	-	Pex5l	i	0.00161553	0.998386	1
g006034	chr3	34078775	-	Dnajc19	o	0.451744	0.636517	1
g006035	chr3	35919001	-	Dcun1d1	o	0.209071	0.811338	1
g006036	chr3	36582765	-	Bbs7	i	0.499451	0.606864	1
g006037	chr3	36590652	-	Bbs7	o	0.0241113	0.976177	1
g006038	chr3	37309181	-	Cetn4	i	4.36197	0.0127533	0.160308
g006039	chr3	37310293	-	Cetn4	o	3.44772	0.0753062	0.418098
g006040	chr3	37309482	-	Cetn4	i	1.39859	0.246945	0.7646
g006041	chr3	38484671	-	Ankrd50	o	1.46925	0.230099	0.744883
g006042	chr3	51266753	-	Elf2	o	0.821056	0.439967	0.994178
g006043	chr3	51266866	-	Elf2	i	0.0787865	0.924237	1
g006044	chr3	55649678	-	Nbea	o	0.000265153	0.999735	1
g006045	chr3	55805237	-	Nbea	o	0.187286	0.829206	1
g006046	chr3	55934513	-	Nbea	o	0.070448	0.931976	1
g006047	chr3	55953162	-	Nbea	i	0.000471718	0.999528	1
g006048	chr3	57843314	-	Pfn2	i	0.0115983	0.988469	1
g006049	chr3	57845366	-	Pfn2	i	0.462076	0.629974	1
g006050	chr3	62468307	-	.	i	0.526103	0.590903	1
g006051	chr3	65951554	-	Ccnl1	i	3.01814	0.0488922	0.331013
g006052	chr3	65956853	-	Ccnl1	o	2.75551	0.0635769	0.379621
g006053	chr3	73051455	-	Slitrk3	i	0.0526661	0.948697	1
g006054	chr3	75898132	-	Golim4	i	1.80323	0.164765	0.634526
g006055	chr3	75903247	-	Golim4	o	0.312517	0.731603	1
