cluster	status	loglr	df	p	p.adjust	genes
chr3:clu_4950_NA	Success	6.37688864471511	2	0.00170040529975467	0.0350677372633886	Dclk2
chr3:clu_4951_NA	Not enough valid samples	NA	NA	NA	NA	Etv3
chr3:clu_4952_NA	Success	0.455970508921439	1	0.339599933598517	0.67587759094005	Etv3
chr3:clu_4953_NA	Success	1.98021091822375	4	0.411388669985941	0.730331929598379	Arhgef11
chr3:clu_4954_NA	Success	0.886239791002026	2	0.412202811017275	0.730957146145908	Arhgef11
chr3:clu_4955_NA	Success	5.51164176012594	2	0.00403947009536326	0.0624876686819043	Arhgef11
chr3:clu_4956_NA	Success	0.166693372315194	1	0.56367162257266	0.826042192592588	Arhgef11
chr3:clu_4957_NA	Success	3.18784133057852	2	0.0412608433943984	0.260698859918059	Arhgef11
chr3:clu_4958_NA	Success	0.582023383610817	1	0.280627854831869	0.631369920803936	Hdgf
chr3:clu_4959_NA	Success	1.33740242785871	2	0.262526715745981	0.614339555780376	Hdgf
chr3:clu_4960_NA	Success	0.964485495061581	2	0.381179267911754	0.71064493711338	Mrpl24
chr3:clu_4961_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Rrnad1
chr3:clu_4962_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Rrnad1
chr3:clu_4963_NA	Success	1.8248308192251	2	0.161244921363065	0.502659372084804	Bcan
chr3:clu_4964_NA	Success	0.101883324485414	1	0.651697540700357	0.867203662599938	Bcan
chr3:clu_4965_NA	Success	0.788939827659647	2	0.454326204124206	0.760835351118039	Bcan
chr3:clu_4966_NA	Not enough valid samples	NA	NA	NA	NA	Hapln2
chr3:clu_4967_NA	Success	0.0324094201811249	2	0.968110137100767	0.990435594986672	Gpatch4
chr3:clu_4968_NA	Success	3.95412629552447	5	0.161365019981572	0.502750762676763	Apoa1bp
chr3:clu_4969_NA	Success	1.79067770421898	1	0.0584314573200945	0.311147510229503	Mef2d
chr3:clu_4970_NA	Success	1.40822952333747	3	0.420797627097051	0.737577863226292	Mef2d
chr3:clu_4971_NA	Success	0.295093992566848	1	0.442346435240737	0.753331782041649	Mef2d
chr3:clu_4972_NA	Success	0.0956275313137667	2	0.90880245349202	0.966955225108209	Mef2d
chr3:clu_4973_NA	Success	0.113626897791278	2	0.892590921407722	0.962267573049633	RP23-168E14.4
chr3:clu_4974_NA	Success	3.07924888321816	4	0.187620118066267	0.537328720166702	RP23-168E14.7
chr3:clu_4975_NA	Success	5.22875735763074	3	0.0150518862800168	0.146336936849435	RP23-168E14.7
chr3:clu_4976_NA	Success	2.85409838827763	3	0.126703071398414	0.451968830534245	RP23-168E14.7
chr3:clu_4977_NA	Not enough valid samples	NA	NA	NA	NA	RP23-168E14.9,Tsacc
chr3:clu_4978_NA	Success	5.78407989826633	2	0.00307613943538695	0.05193798839382	Glmp
chr3:clu_4979_NA	Success	2.31111370472593	2	0.0991507653705978	0.399927870800322	Smg5
chr3:clu_4980_NA	Success	0.0175026468113799	1	0.851584567261167	0.951205190296964	Smg5
chr3:clu_4981_NA	Success	0.0589058385702401	1	0.731420128841483	0.904758924233828	Smg5
chr3:clu_4982_NA	Success	2.8828801517493	3	0.123579587140535	0.445597068931477	Slc25a44
chr3:clu_4983_NA	Success	1.45680064281146	2	0.232980471365391	0.585942711363095	Slc25a44
chr3:clu_4984_NA	Success	0.44923930756093	1	0.343189978129367	0.679508794737374	Sema4a
chr3:clu_4985_NA	Success	0.486375732182864	3	0.807844891229614	0.936691766573133	Sema4a
chr3:clu_4986_NA	Success	0.211784979232107	4	0.980502074884583	0.995533201140083	Lamtor2
chr3:clu_4987_NA	Success	0.385400486500373	1	0.379969378931736	0.709224947935272	Ubqln4
chr3:clu_4988_NA	Success	3.56090869590298	5	0.211737104756799	0.564021205456061	Ubqln4
chr3:clu_4989_NA	Success	0.0599583263948205	1	0.729124903880137	0.904225847589517	Ssr2
chr3:clu_4990_NA	Success	7.51001414522875	4	0.00465985689540905	0.0688510465908752	Arhgef2
chr3:clu_4991_NA	Success	3.66798839025705	1	0.00675879417735526	0.0866811102330835	Arhgef2
chr3:clu_4992_NA	Success	0.488439313126776	1	0.322970639916094	0.664096970623896	Arhgef2
chr3:clu_4993_NA	Success	3.69269665541356	1	0.00657556889117467	0.0854758524901516	2810403A07Rik
chr3:clu_4994_NA	Success	0.477589713575185	1	0.32840441343485	0.667959839017109	Rit1
chr3:clu_4995_NA	Success	0.0699934488643521	1	0.708294038066619	0.892092877601305	Rit1
chr3:clu_4996_NA	Success	1.24650028416647	1	0.114353521535369	0.428912835938281	Rit1
chr3:clu_4997_NA	Success	1.11491090758491	1	0.135369458236052	0.465637304168482	Rit1
chr3:clu_4998_NA	Success	1.03411076329303	1	0.150396814004792	0.488933111804248	Syt11
chr3:clu_4999_NA	Success	2.67510809849045	1	0.020719701392224	0.1763961665029	Syt11
chr3:clu_5000_NA	Success	4.22256183799163	5	0.133350387095405	0.463366862370425	RP23-199B2.4
chr3:clu_5001_NA	Not enough valid samples	NA	NA	NA	NA	Gon4l,AC134246.2
chr3:clu_5002_NA	Not enough valid samples	NA	NA	NA	NA	Gon4l
chr3:clu_5003_NA	Success	0.288417669549347	1	0.44755544730107	0.756120215727066	Msto1
chr3:clu_5004_NA	Success	1.89795237669841	2	0.149875193179414	0.488096924332606	Dap3
chr3:clu_5005_NA	Success	1.33637671810357	4	0.613990759987735	0.849645384510764	Dap3
chr3:clu_5006_NA	Success	0.00012441647407968	1	0.987414340056846	0.997043907231395	Dap3
chr3:clu_5007_NA	Success	6.23739198098724	3	0.0059217219408505	0.0799865758742197	Rusc1,RP24-394C15.7
chr3:clu_5008_NA	Success	0.246245864237494	1	0.482817901959227	0.78013005549888	RP24-394C15.7,Fdps
chr3:clu_5009_NA	Success	0.00956904250000434	1	0.889971344374817	0.961502400536039	Clk2
chr3:clu_5010_NA	Success	0.586133133266003	1	0.278936072647172	0.63076683149042	Clk2
chr3:clu_5011_NA	Success	0.187600803106193	1	0.540182509706922	0.81413273608843	Clk2
chr3:clu_5012_NA	Success	0.521463218781946	1	0.307141835375352	0.649998833640596	Scamp3
chr3:clu_5013_NA	Success	0.565582457705261	1	0.287526996696639	0.636606607323226	Fam189b
chr3:clu_5014_NA	Success	0.564378395320318	1	0.288040673086245	0.636700603768773	Fam189b
chr3:clu_5015_NA	Success	2.86748216659623	2	0.0568418649030769	0.30800787725452	Gba
chr3:clu_5016_NA	Success	0.00521462588599775	1	0.918658482988852	0.970810166738339	Mtx1
chr3:clu_5017_NA	Success	0.557307798745114	2	0.572748945512903	0.82946748437512	Trim46
chr3:clu_5018_NA	Success	1.07778526579705	2	0.340348472952062	0.676664815368342	Trim46
chr3:clu_5019_NA	Success	2.76991564512446	5	0.353598001574147	0.687524575655426	Trim46
chr3:clu_5020_NA	Success	3.09153896120324	3	0.103034982276295	0.408306069299552	Krtcap2
chr3:clu_5021_NA	Not enough valid samples	NA	NA	NA	NA	Dpm3
chr3:clu_5022_NA	Success	1.86926057490643	1	0.0531714856243312	0.297588365222381	Slc50a1
chr3:clu_5023_NA	Success	0.0110807469121141	1	0.88165828930078	0.959163855445972	Slc50a1
chr3:clu_5024_NA	Success	0.0279078582192369	1	0.813235966969755	0.938065614159718	Slc50a1
chr3:clu_5025_NA	Success	0.128903048440407	2	0.879059187573522	0.957935808890627	Efna3
chr3:clu_5026_NA	Success	1.82446860397431	3	0.301952962488843	0.646664483845344	Adam15
chr3:clu_5027_NA	Success	2.45127187433116	2	0.0861839016692047	0.377111037570287	Adam15
chr3:clu_5028_NA	Not enough valid samples	NA	NA	NA	NA	AC171273.3
chr3:clu_5029_NA	Success	0.845104170279228	3	0.639112895545962	0.862645229450304	Flad1
chr3:clu_5030_NA	Success	3.34400859857283	6	0.350664955819339	0.68654003947232	Flad1
chr3:clu_5031_NA	Success	1.29998567049057	2	0.272535698308891	0.625853513924022	Shc1
chr3:clu_5032_NA	Success	1.38878646036017	2	0.249377750865272	0.602635444709697	Pygo2
chr3:clu_5033_NA	Success	0.290260710179609	1	0.446108013355597	0.755431206345124	Pbxip1
chr3:clu_5034_NA	Success	0.101874912460602	1	0.651710969508853	0.867203662599938	Pbxip1
chr3:clu_5035_NA	Success	1.41084274771652	2	0.243937618632882	0.597490726222424	Adar
chr3:clu_5036_NA	Success	0.883489420586841	1	0.18375641359339	0.532657952619834	Adar
chr3:clu_5037_NA	Success	0.0588426266533872	1	0.731558706320587	0.904771605993583	Ube2q1
chr3:clu_5038_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Il6ra
chr3:clu_5039_NA	Success	0.937556418476504	1	0.170890646900319	0.515604686752367	Atp8b2
chr3:clu_5040_NA	Not enough valid samples	NA	NA	NA	NA	Hax1
chr3:clu_5041_NA	Success	3.27462425485146	3	0.087740368009699	0.378726545625653	Ubap2l
chr3:clu_5042_NA	Success	0.418915519255393	1	0.360017832545039	0.693754362119801	Ubap2l
chr3:clu_5043_NA	Success	0.267849578631058	1	0.464220621091941	0.767290625161286	Ubap2l
chr3:clu_5044_NA	Success	3.63716901349881	3	0.0636491610376663	0.324053035167165	Ubap2l
chr3:clu_5045_NA	Success	2.40321304342774	1	0.0283537904293006	0.213202024979588	Ubap2l
chr3:clu_5046_NA	Success	5.60330033540356	3	0.0106595899903518	0.118065618733137	Ubap2l
chr3:clu_5047_NA	Success	2.01913431065623	4	0.400851528857071	0.723597785861982	AC163616.2
chr3:clu_5048_NA	Success	0.410081982698188	1	0.3651322305712	0.698116687290142	AC163616.2
chr3:clu_5049_NA	Success	6.28128461342106	2	0.00187099554378683	0.0370718186815437	AC163616.2
chr3:clu_5050_NA	Success	0.825198717867579	4	0.799707014508345	0.932276064908371	Tpm3
chr3:clu_5051_NA	Success	6.48545628169322	1	0.000316367781756465	0.011904280387301	Rab13
chr3:clu_5052_NA	Success	0.447913540745503	2	0.638959925642632	0.862645229450304	Crtc2
chr3:clu_5053_NA	Success	2.06259037772679	2	0.127124243212714	0.452742160072033	Crtc2
chr3:clu_5054_NA	Success	0.421177107460636	1	0.358724331107236	0.692497958891324	Dennd4b
chr3:clu_5055_NA	Success	0.0497593503617964	2	0.951458365063696	0.983289733479784	Gatad2b
chr3:clu_5056_NA	Success	0.0565574409579312	1	0.736625377773116	0.906575031159664	Gatad2b
chr3:clu_5057_NA	Success	6.8436160800311	3	0.00336332643852996	0.0555044295330702	Snapin
chr3:clu_5058_NA	Success	0.50442531146291	2	0.603852502841364	0.843904021422378	Chtop
chr3:clu_5059_NA	Success	0.175579125736022	1	0.553458203214592	0.821620829078904	Chtop
chr3:clu_5060_NA	Success	6.49168157955137	3	0.00467272203765605	0.0688510465908752	S100a1
chr3:clu_5061_NA	Success	0.0255678240353063	1	0.82109881408185	0.940022401664141	S100a13
chr3:clu_5062_NA	Success	5.69249456998637	3	0.00981625157783557	0.112319010822424	S100a16
chr3:clu_5063_NA	Success	0.851234113665384	1	0.19196550291009	0.542901960919113	Tdrkh
chr3:clu_5064_NA	Success	5.53590709396468	1	0.00087649882972102	0.0227692676896467	Tdrkh
chr3:clu_5065_NA	Success	1.12331063129432	2	0.325201388611571	0.665841867771531	Mrpl9
chr3:clu_5066_NA	Success	0.233253538244696	2	0.791952757756067	0.92908042988121	Celf3
chr3:clu_5067_NA	Success	0.0542202232735463	1	0.74192669889539	0.909527406415644	Celf3
chr3:clu_5068_NA	Success	3.82560656104636	2	0.0218052053308249	0.181181135967154	Celf3
chr3:clu_5069_NA	Success	8.12127464798868	5	0.00618464539895548	0.0827308362787813	Celf3
chr3:clu_5070_NA	Success	0.0630024943266676	1	0.722610707223286	0.90049912164774	Celf3
chr3:clu_5071_NA	Success	0.713080713171621	2	0.490131913358937	0.784721172645791	Celf3
chr3:clu_5072_NA	Success	0.250638487831679	2	0.778303686959908	0.924053128606275	Celf3
chr3:clu_5073_NA	Success	0.00180599197824449	1	0.952076162529361	0.983693617180522	Snx27
chr3:clu_5074_NA	Success	0.0908286093897459	2	0.913174206972505	0.968711571346372	Pogz
chr3:clu_5075_NA	Success	2.64593597660519	5	0.381307623305033	0.710764597059332	Pogz
chr3:clu_5076_NA	Success	0.233233257964571	1	0.494617243539649	0.787689516814544	Rfx5
chr3:clu_5077_NA	Success	1.23471031816007	2	0.290919024120891	0.639427572544821	Pi4kb
chr3:clu_5078_NA	Not enough valid samples	NA	NA	NA	NA	Zfp687
chr3:clu_5079_NA	Success	0.146030511697518	1	0.588902795262578	0.83681115804265	Psmd4
chr3:clu_5080_NA	Success	0.00823884465327751	1	0.897859770117717	0.963253809028505	Psmd4
chr3:clu_5081_NA	Success	0.554115800629205	1	0.292466682434814	0.640949935624852	Pip5k1a
chr3:clu_5082_NA	Success	0.308121032217514	2	0.734826374961041	0.906204165965285	Pip5k1a
chr3:clu_5083_NA	Success	0.423575564070688	2	0.654701701871557	0.867955214735183	Sema6c
chr3:clu_5084_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Sema6c
chr3:clu_5085_NA	Success	1.65272395680586	2	0.191527484818068	0.542546910957781	Sema6c
chr3:clu_5086_NA	Not enough valid samples	NA	NA	NA	NA	Sema6c
chr3:clu_5087_NA	Not enough valid samples	NA	NA	NA	NA	Sema6c
chr3:clu_5088_NA	Success	0.538203518755864	1	0.299502718930558	0.645750425972324	Fam63a
chr3:clu_5089_NA	Success	1.88706405670916	2	0.15151599883922	0.49041239133349	Cers2
chr3:clu_5090_NA	Success	0.171880978347446	1	0.557665756490096	0.823121790896096	Setdb1
chr3:clu_5091_NA	Success	0.207100762118102	1	0.519844644163397	0.801921905118912	Setdb1
chr3:clu_5092_NA	Success	2.80467222739605	2	0.060526606885148	0.31832511769226	Arnt
chr3:clu_5093_NA	Success	0.0718627234660971	1	0.704605147656969	0.89038295669693	Arnt
chr3:clu_5094_NA	Success	0.387769599175044	1	0.378508892994859	0.708685551570092	Ctss
chr3:clu_5095_NA	Success	0.68953798280927	2	0.501807859373853	0.79278100347835	Ensa
chr3:clu_5096_NA	Not enough valid samples	NA	NA	NA	NA	Ecm1
chr3:clu_5097_NA	Success	0.130522866146578	1	0.609402631343287	0.846605812242523	Tars2
chr3:clu_5098_NA	Success	0.817869111525852	2	0.441371165883717	0.752995693095453	Rprd2
chr3:clu_5099_NA	Success	1.47707866528526	2	0.228303666564228	0.582015506474625	Prpf3
chr3:clu_5100_NA	Not enough valid samples	NA	NA	NA	NA	Ciart
chr3:clu_5101_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC092855.1
chr3:clu_5102_NA	Success	0.327935653818528	1	0.418021322110912	0.73573878336254	Car14
chr3:clu_5103_NA	Success	0.492854312933204	1	0.320793490534568	0.662028824512926	Car14
chr3:clu_5104_NA	Success	0.0458274370996605	1	0.762083774110027	0.917981498862715	Anp32e
chr3:clu_5105_NA	Success	1.8595055643963	1	0.0537962222505256	0.299571119983319	Plekho1
chr3:clu_5106_NA	Success	2.8490007423934	2	0.057902151141326	0.31000542409132	Vps45
chr3:clu_5107_NA	Success	7.89725161784622	8	0.0454176417648207	0.272117564850106	Otud7b
chr3:clu_5108_NA	Success	5.49976025038114	1	0.000911354620144489	0.0232584418726275	Otud7b
chr3:clu_5109_NA	Not enough valid samples	NA	NA	NA	NA	RP23-16G3.1
chr3:clu_5110_NA	Success	0.699727648457724	1	0.236814792963112	0.590239643720566	Txnip
chr3:clu_5111_NA	Success	0.357318632575868	1	0.397908637344516	0.721669570530189	Ankrd34a
chr3:clu_5112_NA	Success	2.79115763318759	2	0.0613501518192059	0.319889685943925	Lix1l
chr3:clu_5113_NA	Success	0.225652679581628	1	0.501715711113937	0.79278100347835	Rbm8a
chr3:clu_5114_NA	Success	0.667558320534226	1	0.247896997830537	0.601223943217061	Rbm8a
chr3:clu_5115_NA	Success	1.00765925356177	1	0.155718589689328	0.495668390005666	Pex11b,RP23-204O17.1
chr3:clu_5116_NA	Not enough valid samples	NA	NA	NA	NA	Pias3
chr3:clu_5117_NA	Success	0.00133751490272971	1	0.958751250824438	0.98597838313997	Nudt17
chr3:clu_5118_NA	Not enough valid samples	NA	NA	NA	NA	Nudt17
chr3:clu_5119_NA	Success	0.964879140077869	1	0.164784892683974	0.507560678601175	Polr3c
chr3:clu_5120_NA	Success	1.79153831997974	4	0.465359289141459	0.768421985007575	Rnf115
chr3:clu_5121_NA	Success	0.00529782679035407	1	0.918014407523536	0.970810166738339	Gpr89
chr3:clu_5122_NA	Success	0.279899082007546	1	0.45434157677595	0.760835351118039	Bcl9
chr3:clu_5123_NA	Success	1.31711408913344	1	0.104582873571821	0.411128180655696	Bcl9
chr3:clu_5124_NA	Not enough valid samples	NA	NA	NA	NA	Bcl9
chr3:clu_5125_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Prkab2
chr3:clu_5126_NA	Success	2.8706688739135	1	0.0165701674865742	0.155271721726984	Pde4dip
chr3:clu_5127_NA	Success	1.13670437791916	6	0.892915145392215	0.962307680273734	Pde4dip
chr3:clu_5128_NA	Success	0.60461099595841	1	0.271486259152713	0.624373298665998	Pde4dip
chr3:clu_5129_NA	Success	0.0052504857853819	1	0.918380252085092	0.970810166738339	Pde4dip
chr3:clu_5130_NA	Success	0.221638999109018	1	0.50554453384868	0.795257954396816	Pde4dip
chr3:clu_5131_NA	Success	0.202019819769248	1	0.525010358467531	0.804901897987048	Sec22b
chr3:clu_5132_NA	Not enough valid samples	NA	NA	NA	NA	Notch2
chr3:clu_5133_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Ngf
chr3:clu_5134_NA	Success	0.0336668588858515	1	0.795259192094344	0.930186126514735	Tspan2
chr3:clu_5135_NA	Success	1.6290337233595	2	0.196118987795836	0.546101878575123	Csde1
chr3:clu_5136_NA	Success	3.13917707807559	2	0.0433184309248962	0.266488256740637	Csde1
chr3:clu_5137_NA	Success	3.28462337029896	2	0.0374546889855835	0.247907499799308	Nras
chr3:clu_5138_NA	Success	0.0897647715499659	1	0.671777855835973	0.875881286785078	Bcas2
chr3:clu_5139_NA	Success	1.27259478266569	2	0.280103869342238	0.631256289899264	Bcas2
chr3:clu_5140_NA	Success	3.48368428576123	2	0.0306941165597043	0.222948550034651	Trim33
chr3:clu_5141_NA	Success	0.974602074926793	2	0.377342477725165	0.707907208058011	Syt6
chr3:clu_5142_NA	Success	6.70959706079668	1	0.000249062674204964	0.0100313388345243	Hipk1
chr3:clu_5143_NA	Success	1.38704466416868	1	0.0958011307310972	0.394191753085004	Hipk1
chr3:clu_5144_NA	Success	0.559509129778235	2	0.571489522197355	0.828743301700796	Phtf1
chr3:clu_5145_NA	Success	1.49833476710501	4	0.558382900493938	0.823477803444972	Phtf1
chr3:clu_5146_NA	Success	0.736847618841693	2	0.478620333593159	0.777405049584296	Magi3
chr3:clu_5147_NA	Success	0.139564127107619	1	0.597273159771998	0.839853439789957	Magi3
chr3:clu_5148_NA	Success	0.279218347374581	1	0.454890808613324	0.760906908520703	Lrig2
chr3:clu_5149_NA	Success	0.923123807721907	1	0.174220450350777	0.520968063737908	St7l
chr3:clu_5150_NA	Success	0.0744798418264168	1	0.699531510659309	0.889927147830658	St7l
chr3:clu_5151_NA	Success	4.7805741906709	2	0.00839117944700568	0.101463650169252	Kcnd3
chr3:clu_5152_NA	Success	1.32469436298453	1	0.103589722874589	0.409109111884306	Fam212b
chr3:clu_5153_NA	Success	0.167257469391416	2	0.845981768883327	0.949845427025737	Rap1a
chr3:clu_5154_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Rap1a
chr3:clu_5155_NA	Success	0.974981274845391	1	0.162590886410787	0.504018096245699	Wdr77,RP23-169H9.3
chr3:clu_5156_NA	Success	0.119570262370189	1	0.62482756331184	0.855945432308448	Cept1
chr3:clu_5157_NA	Success	0.174648472908075	1	0.554511382021943	0.8217511462771	Dram2
chr3:clu_5158_NA	Success	0.525125039452973	3	0.789095404572377	0.927618414460162	Lrif1
chr3:clu_5159_NA	Success	0.430871592458573	2	0.649942362917584	0.866719668377686	Kcna2
chr3:clu_5160_NA	Success	1.10722190694651	1	0.13672432823135	0.468667296953311	Kcnc4
chr3:clu_5161_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Slc6a17
chr3:clu_5162_NA	Success	0.772191504088369	2	0.461999484321445	0.764888832338465	Slc6a17
chr3:clu_5163_NA	Success	0.107101420014942	1	0.643493016592989	0.863820140702958	Slc6a17
chr3:clu_5164_NA	Success	0.781550633696952	2	0.457695742323035	0.762321510070667	Slc6a17
chr3:clu_5165_NA	Success	0.204005280551314	1	0.522980996934765	0.804367813938574	Strip1
chr3:clu_5166_NA	Success	0.723206967380975	2	0.485193757714726	0.781021675412767	Ahcyl1
chr3:clu_5167_NA	Success	0.250661904477056	1	0.478919028857783	0.777405049584296	Ahcyl1
chr3:clu_5168_NA	Success	0.296775590875995	2	0.743210776928896	0.909662121410631	Ahcyl1
chr3:clu_5169_NA	Success	1.13614048112865	1	0.131705932397348	0.460566327849703	Csf1
chr3:clu_5170_NA	Success	0.330997054829936	1	0.415856829107316	0.734262751345869	Csf1
chr3:clu_5171_NA	Success	24.1370917354016	12	2.80024127717059e-06	0.000344616359843794	AC079042.1
chr3:clu_5172_NA	Success	0.00710081021213682	1	0.905140236595214	0.965552561494618	Gstm5
chr3:clu_5173_NA	Success	0.259496357661305	1	0.471271677492486	0.772389035203725	Gstm5
chr3:clu_5174_NA	Success	0.0394186534181244	1	0.778879283204444	0.92443923497347	Gstm1
chr3:clu_5175_NA	Success	0.488269523445865	1	0.323054756023975	0.664096970623896	Ampd2
chr3:clu_5176_NA	Success	0.00540297454688243	1	0.917207704747344	0.970440795682041	Ampd2
chr3:clu_5177_NA	Success	0.0211179112905313	1	0.837170906303851	0.94648585790682	Gnai3
chr3:clu_5178_NA	Not enough valid samples	NA	NA	NA	NA	Gpr61
chr3:clu_5179_NA	Success	0.47789586612339	1	0.328249430163031	0.66795713549251	Amigo1
chr3:clu_5180_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Cyb561d1
chr3:clu_5181_NA	Not enough valid samples	NA	NA	NA	NA	Atxn7l2
chr3:clu_5182_NA	Success	0.447505723881477	1	0.344122856558036	0.680052460497215	Sort1
chr3:clu_5183_NA	Success	0.259726497106158	1	0.471075112385421	0.772389035203725	Sort1
chr3:clu_5184_NA	Success	4.94986707536827	2	0.00708435055115637	0.0898818687599209	Sort1
chr3:clu_5185_NA	Not enough valid samples	NA	NA	NA	NA	Psrc1
chr3:clu_5186_NA	Success	4.0120934151721	1	0.00461567445200354	0.0683465377411648	Celsr2
chr3:clu_5187_NA	Success	1.97829177197855	2	0.138305292611706	0.470187053703884	Celsr2
chr3:clu_5188_NA	Success	0.133850777680891	2	0.874720582698908	0.956961485425346	Sars
chr3:clu_5189_NA	Success	0.920295452926439	2	0.398401314859719	0.722195422411	Sars
chr3:clu_5190_NA	Success	6.13076191563971	2	0.00217492322124907	0.0411785463223157	RP23-37G19.2
chr3:clu_5191_NA	Success	0.815612767685991	2	0.442368175370069	0.753331782041649	RP23-37G19.2
chr3:clu_5192_NA	Success	0.00376483625331048	1	0.93085140458494	0.974674811607374	Tmem167b
chr3:clu_5193_NA	Not enough valid samples	NA	NA	NA	NA	Taf13
chr3:clu_5194_NA	Success	0.0978685807421584	1	0.658183914850689	0.869079790182168	Wdr47
chr3:clu_5195_NA	Success	0.189205349345457	1	0.53845503312902	0.813324114982922	Wdr47
chr3:clu_5196_NA	Success	0.575134163893267	1	0.283492986268975	0.6331856891824	Wdr47
chr3:clu_5197_NA	Success	0.184337123831654	1	0.543727805020667	0.816254969965968	Clcc1
chr3:clu_5198_NA	Success	0.0763304052202329	1	0.696005451193663	0.888128614910255	Clcc1
chr3:clu_5199_NA	Success	0.439860321364506	2	0.644126385494554	0.864036804473334	Gpsm2
chr3:clu_5200_NA	Success	1.22107325981361	1	0.118114498794489	0.435788204079866	Stxbp3
chr3:clu_5201_NA	Success	10.1438125614952	2	3.93186120752903e-05	0.00273894935437683	Prpf38b
chr3:clu_5202_NA	Success	6.37823305250694	1	0.000354780554694391	0.0127225916942397	Prpf38b
chr3:clu_5203_NA	Success	6.39364576235403	6	0.0465409160917559	0.275976755532569	Ntng1
chr3:clu_5204_NA	Not enough valid samples	NA	NA	NA	NA	Rnpc3
chr3:clu_5205_NA	Success	0.83209667055894	3	0.644923552139083	0.864372369735296	RP24-155C13.1
chr3:clu_5206_NA	Success	4.44396896280523	3	0.0308185196961422	0.223393929420465	Extl2
chr3:clu_5207_NA	Success	0.0736508039477144	1	0.701127491586761	0.889927147830658	Vcam1
chr3:clu_5208_NA	Success	1.00492727920425	1	0.156280299689334	0.496434636753967	Rtca
chr3:clu_5209_NA	Success	1.48995903806576	4	0.561191667618691	0.824718409389363	Dbt
chr3:clu_5210_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Trmt13
chr3:clu_5211_NA	Not enough valid samples	NA	NA	NA	NA	Trmt13
chr3:clu_5212_NA	Not enough valid samples	NA	NA	NA	NA	Slc35a3
chr3:clu_5213_NA	Success	0.230298627752049	1	0.497344977262885	0.790215602949894	RP24-565B3.5,Slc35a3
chr3:clu_5214_NA	Not enough valid samples	NA	NA	NA	NA	Palmd
chr3:clu_5215_NA	Success	1.40651724502686	1	0.0935013598127171	0.389331226047239	Plppr4
chr3:clu_5216_NA	Success	7.15226861080373	3	0.00251861182884412	0.0451990160605737	Plppr5
chr3:clu_5217_NA	Success	1.55312732471498	2	0.211585242320934	0.56377596777121	Snx7
chr3:clu_5218_NA	Success	1.51235688629822	1	0.0820047897011352	0.36804950105422	Ptbp2
chr3:clu_5219_NA	Success	1.43047530325794	2	0.239195204960597	0.591432933462122	Ptbp2
chr3:clu_5220_NA	Success	0.0390968952866615	1	0.77976021702606	0.924662243922821	Ptbp2
chr3:clu_5221_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP24-158L2.1
chr3:clu_5222_NA	Success	0.00612058504714241	1	0.911901968358771	0.968566860104048	Tmem56
chr3:clu_5223_NA	Success	0.0170261049952387	2	0.983118020008692	0.996275248605976	Alg14
chr3:clu_5224_NA	Success	0.0602753736866362	1	0.728437925615694	0.903997587016183	Abcd3
chr3:clu_5225_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Arhgap29
chr3:clu_5226_NA	Success	0.238696799841932	2	0.787653662886804	0.927310941861584	Fnbp1l
chr3:clu_5227_NA	Success	0.314606499363919	1	0.427644138123431	0.742644476929307	Usp53
chr3:clu_5228_NA	Not enough valid samples	NA	NA	NA	NA	Ndst3
chr3:clu_5229_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Ndst3
chr3:clu_5230_NA	Success	0.757212769421926	2	0.468971739433918	0.771473486702818	Ndst4
chr3:clu_5231_NA	Success	0.0243057181398285	1	0.825497336463509	0.941948155285793	Ugt8a
chr3:clu_5232_NA	Success	0.0834761932545689	1	0.682834643930753	0.882055207961851	Camk2d
chr3:clu_5233_NA	Success	0.323310056917478	1	0.421323675247052	0.738032741900418	Camk2d
chr3:clu_5234_NA	Success	0.00337200655332026	1	0.934549746078053	0.976700602713768	Camk2d
chr3:clu_5235_NA	Success	3.25123140851429	4	0.164635272023762	0.507373476053197	Camk2d
chr3:clu_5236_NA	Success	4.19540569673291	2	0.0150646295511876	0.146336936849435	Camk2d
chr3:clu_5237_NA	Success	5.09504012932666	2	0.00612706075509378	0.0821589890114028	Ank2
chr3:clu_5238_NA	Success	1.35278416901872	2	0.258519495774998	0.611306988728411	Ank2
chr3:clu_5239_NA	Success	1.8704497255876	2	0.154054364044416	0.493674493675759	Ank2
chr3:clu_5240_NA	Success	2.57621881868818	2	0.0760610616372091	0.35352594154164	Ank2
